CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8,grid
-83,-72,-67,-88,-71,-78,-71,-82,D07
-83,-72,-67,-88,-71,-78,-71,-82,D07
-83,-73,-69,-85,-68,-78,-70,-81,D07
-81,-71,-66,-85,-70,-77,-72,-77,D07
-79,-69,-69,-80,-70,-79,-70,-80,D07
-76,-72,-71,-83,-68,-78,-70,-81,D07
-76,-72,-71,-83,-68,-78,-70,-81,D07
-80,-72,-66,-84,-69,-77,-69,-80,D07
-78,-73,-67,-84,-70,-79,-69,-80,D07
-85,-70,-66,-84,-71,-76,-70,-81,D07
-85,-70,-66,-84,-71,-76,-70,-81,D07
-78,-73,-67,-83,-71,-79,-69,-79,D07
-77,-75,-66,-85,-72,-79,-68,-80,D07
-77,-72,-66,-85,-67,-78,-70,-82,D07
-73,-72,-66,-83,-70,-78,-70,-83,D07
-72,-79,-66,-83,-69,-79,-71,-81,D07
-72,-79,-66,-83,-69,-79,-71,-81,D07
-73,-76,-66,-84,-70,-77,-69,-81,D07
-75,-73,-66,-84,-71,-78,-69,-81,D07
-79,-72,-64,-86,-67,-78,-69,-82,D07
-72,-73,-67,-85,-70,-80,-70,-80,D07
-72,-73,-67,-85,-70,-80,-70,-80,D07
-72,-68,-66,-84,-70,-78,-69,-81,D07
-77,-71,-66,-87,-68,-77,-68,-83,D07
-76,-70,-67,-90,-69,-80,-70,-85,D07
-71,-71,-66,-90,-68,-78,-71,-82,D07
-71,-71,-66,-90,-68,-78,-71,-82,D07
-71,-72,-70,-89,-68,-79,-69,-81,D07
-69,-71,-65,-87,-64,-81,-69,-79,D07
-80,-70,-69,-88,-72,-75,-69,-85,D07
-75,-71,-67,-88,-68,-77,-69,-78,D07
-75,-71,-67,-88,-68,-77,-69,-78,D07
-76,-70,-69,-89,-69,-78,-68,-82,D07
-81,-71,-67,-88,-70,-77,-70,-82,D07
-77,-68,-68,-88,-70,-77,-70,-82,D07
-77,-68,-68,-88,-70,-77,-70,-82,D07
-84,-70,-64,-86,-71,-78,-70,-83,D07
-77,-71,-68,-85,-73,-78,-70,-82,D07
-73,-71,-69,-86,-65,-77,-71,-80,D07
-75,-69,-67,-84,-68,-77,-67,-80,D07
-75,-69,-67,-84,-68,-77,-67,-80,D07
-79,-76,-67,-85,-68,-77,-69,-80,D07
-81,-69,-67,-86,-69,-75,-69,-80,D07
-79,-70,-70,-87,-69,-76,-70,-79,D07
-79,-70,-70,-87,-69,-76,-70,-79,D07
-77,-79,-66,-86,-69,-76,-69,-81,D07
-83,-69,-64,-88,-69,-77,-70,-86,D07
-82,-70,-68,-84,-76,-77,-68,-81,D07
-82,-70,-68,-84,-76,-77,-68,-81,D07
-81,-70,-69,-85,-70,-79,-70,-81,D07
-73,-70,-68,-90,-70,-78,-68,-81,D07
-56,-82,-72,-82,-65,-94,-77,-81,D08
-56,-82,-72,-82,-65,-94,-77,-81,D08
-56,-80,-70,-81,-67,-95,-78,-80,D08
-56,-82,-72,-81,-68,-95,-76,-81,D08
-56,-76,-72,-81,-67,-94,-81,-80,D08
-54,-78,-72,-82,-67,-95,-77,-80,D08
-53,-83,-72,-82,-69,-95,-80,-80,D08
-53,-83,-72,-82,-69,-95,-80,-80,D08
-56,-79,-74,-82,-67,-93,-78,-78,D08
-57,-80,-72,-81,-67,-95,-78,-78,D08
-57,-80,-72,-81,-67,-96,-77,-79,D08
-56,-81,-71,-81,-72,-96,-78,-80,D08
-56,-81,-71,-81,-72,-96,-78,-80,D08
-55,-81,-72,-80,-66,-95,-78,-77,D08
-57,-80,-72,-85,-66,-95,-79,-81,D08
-57,-81,-72,-83,-68,-95,-77,-80,D08
-56,-80,-73,-82,-68,-95,-77,-80,D08
-56,-80,-73,-82,-68,-95,-77,-80,D08
-57,-80,-73,-82,-67,-97,-77,-81,D08
-57,-80,-74,-82,-68,-95,-77,-80,D08
-56,-82,-71,-81,-68,-95,-77,-80,D08
-56,-82,-71,-81,-68,-95,-77,-80,D08
-56,-80,-72,-81,-67,-97,-77,-80,D08
-57,-79,-71,-82,-67,-94,-79,-81,D08
-56,-83,-80,-81,-67,-94,-79,-80,D08
-57,-82,-73,-81,-67,-96,-77,-82,D08
-57,-82,-73,-81,-67,-96,-77,-82,D08
-56,-80,-70,-81,-68,-96,-78,-78,D08
-56,-80,-70,-81,-68,-96,-78,-78,D08
-56,-82,-73,-82,-68,-93,-77,-81,D08
-56,-82,-73,-81,-66,-95,-76,-80,D08
-57,-82,-73,-82,-67,-95,-76,-80,D08
-57,-82,-73,-82,-67,-95,-76,-80,D08
-58,-82,-72,-81,-68,-96,-76,-81,D08
-56,-80,-72,-82,-66,-92,-77,-80,D08
-57,-80,-72,-81,-67,-95,-77,-81,D08
-57,-80,-72,-81,-67,-95,-77,-81,D08
-55,-81,-73,-80,-73,-93,-77,-79,D08
-57,-81,-69,-82,-70,-92,-83,-80,D08
-56,-81,-72,-81,-68,-93,-77,-81,D08
-56,-79,-73,-82,-65,-98,-77,-80,D08
-56,-79,-73,-82,-65,-98,-77,-80,D08
-56,-81,-73,-81,-67,-91,-78,-80,D08
-56,-78,-73,-81,-68,-94,-79,-79,D08
-56,-77,-71,-82,-68,-94,-78,-80,D08
-56,-77,-71,-82,-68,-94,-78,-80,D08
-57,-81,-72,-81,-68,-94,-75,-80,D08
-57,-81,-69,-80,-67,-93,-78,-82,D08
-57,-80,-71,-82,-69,-94,-78,-80,D08
-57,-80,-71,-82,-69,-94,-78,-80,D08
-56,-79,-71,-81,-69,-98,-78,-80,D08
-56,-79,-71,-81,-69,-98,-78,-80,D08
-57,-84,-72,-82,-70,-94,-77,-77,D08
-57,-81,-70,-83,-69,-94,-77,-80,D08
-57,-81,-72,-82,-67,-95,-79,-82,D08
-57,-82,-71,-79,-69,-98,-76,-80,D08
-57,-82,-71,-79,-69,-98,-76,-80,D08
-57,-80,-71,-81,-67,-94,-76,-79,D08
-56,-81,-71,-73,-68,-94,-78,-78,D08
-79,-78,-70,-83,-59,-71,-70,-86,E00
-78,-78,-70,-82,-59,-69,-72,-85,E00
-81,-78,-70,-81,-59,-70,-71,-85,E00
-81,-78,-70,-81,-59,-70,-71,-85,E00
-80,-79,-71,-80,-58,-70,-72,-85,E00
-80,-77,-67,-85,-58,-70,-70,-87,E00
-77,-78,-69,-82,-59,-70,-71,-88,E00
-77,-79,-69,-83,-60,-69,-72,-86,E00
-77,-79,-69,-83,-60,-69,-72,-86,E00
-76,-80,-68,-82,-60,-67,-71,-87,E00
-79,-77,-70,-82,-59,-67,-71,-86,E00
-75,-79,-70,-82,-60,-68,-71,-84,E00
-77,-77,-69,-83,-59,-69,-74,-85,E00
-77,-77,-69,-83,-59,-69,-74,-85,E00
-78,-77,-67,-81,-58,-69,-73,-87,E00
-76,-78,-70,-84,-60,-66,-72,-87,E00
-76,-78,-71,-84,-60,-69,-72,-86,E00
-75,-78,-70,-82,-59,-70,-72,-86,E00
-75,-78,-70,-82,-59,-70,-72,-86,E00
-76,-78,-69,-82,-59,-70,-70,-88,E00
-77,-78,-70,-81,-58,-69,-72,-88,E00
-81,-79,-70,-82,-59,-68,-72,-88,E00
-81,-79,-70,-82,-59,-68,-72,-88,E00
-80,-77,-69,-79,-57,-69,-71,-86,E00
-80,-77,-69,-79,-57,-69,-71,-86,E00
-82,-77,-71,-80,-59,-71,-71,-86,E00
-79,-79,-72,-82,-58,-69,-71,-83,E00
-81,-80,-71,-81,-58,-71,-69,-84,E00
-81,-80,-71,-81,-58,-71,-69,-84,E00
-78,-77,-70,-79,-58,-70,-71,-83,E00
-77,-77,-70,-80,-58,-67,-70,-86,E00
-78,-78,-70,-78,-59,-71,-72,-85,E00
-78,-78,-70,-78,-59,-71,-72,-85,E00
-77,-78,-71,-85,-62,-69,-71,-84,E00
-74,-77,-70,-83,-59,-70,-71,-84,E00
-78,-78,-71,-82,-59,-69,-67,-82,E00
-76,-78,-70,-82,-58,-69,-70,-84,E00
-76,-77,-69,-83,-57,-69,-69,-83,E00
-76,-77,-69,-83,-57,-69,-69,-83,E00
-76,-78,-74,-82,-58,-70,-70,-85,E00
-75,-79,-71,-82,-59,-69,-68,-81,E00
-81,-79,-69,-83,-59,-68,-71,-83,E00
-81,-79,-69,-83,-59,-68,-71,-83,E00
-77,-77,-70,-80,-61,-69,-71,-82,E00
-77,-78,-70,-82,-59,-69,-70,-83,E00
-78,-77,-70,-82,-59,-69,-71,-85,E00
-78,-77,-70,-82,-59,-69,-71,-85,E00
-77,-78,-71,-82,-59,-70,-71,-82,E00
-77,-78,-70,-80,-59,-69,-71,-84,E00
-76,-78,-70,-81,-59,-67,-71,-85,E00
-79,-76,-72,-85,-59,-70,-71,-83,E00
-79,-76,-72,-85,-59,-70,-71,-83,E00
-77,-77,-71,-81,-60,-69,-71,-84,E00
-78,-77,-70,-81,-60,-67,-72,-84,E00
-79,-78,-70,-82,-60,-70,-71,-84,E00
-79,-78,-70,-82,-60,-70,-71,-84,E00
-77,-78,-70,-82,-60,-69,-71,-85,E00
-79,-85,-69,-84,-60,-69,-72,-86,E00
-80,-80,-68,-82,-56,-62,-75,-75,E01
-80,-80,-68,-82,-56,-62,-75,-75,E01
-78,-80,-68,-81,-56,-63,-76,-76,E01
-78,-80,-68,-81,-56,-63,-76,-76,E01
-80,-80,-67,-82,-57,-62,-76,-76,E01
-78,-81,-68,-81,-58,-62,-76,-75,E01
-79,-80,-68,-79,-57,-62,-77,-72,E01
-79,-80,-68,-79,-57,-62,-77,-72,E01
-79,-81,-68,-81,-57,-63,-76,-76,E01
-79,-80,-68,-81,-56,-64,-77,-76,E01
-76,-80,-68,-80,-58,-63,-78,-76,E01
-76,-80,-68,-80,-58,-63,-78,-76,E01
-78,-81,-67,-81,-59,-62,-77,-76,E01
-80,-81,-68,-84,-57,-63,-77,-77,E01
-82,-79,-68,-82,-56,-62,-74,-73,E01
-82,-81,-68,-83,-57,-63,-77,-76,E01
-82,-81,-68,-83,-57,-63,-77,-76,E01
-81,-79,-67,-82,-57,-63,-75,-76,E01
-81,-80,-67,-82,-57,-67,-77,-76,E01
-80,-81,-68,-80,-57,-63,-76,-76,E01
-81,-79,-68,-81,-57,-63,-74,-76,E01
-81,-79,-68,-81,-57,-63,-74,-76,E01
-81,-80,-67,-80,-57,-61,-78,-76,E01
-84,-80,-73,-82,-67,-62,-76,-78,E01
-84,-78,-68,-81,-56,-64,-77,-75,E01
-84,-78,-68,-81,-56,-64,-77,-75,E01
-81,-80,-68,-84,-57,-62,-76,-73,E01
-80,-81,-68,-83,-57,-65,-76,-76,E01
-79,-78,-68,-82,-56,-62,-75,-75,E01
-81,-80,-67,-82,-57,-63,-77,-75,E01
-81,-80,-67,-82,-57,-63,-77,-75,E01
-80,-80,-68,-82,-56,-62,-77,-76,E01
-79,-81,-68,-83,-56,-62,-76,-76,E01
-78,-81,-68,-80,-57,-62,-75,-76,E01
-80,-80,-68,-80,-57,-63,-77,-75,E01
-80,-80,-68,-83,-55,-63,-76,-77,E01
-80,-80,-68,-81,-57,-62,-77,-76,E01
-80,-80,-68,-81,-57,-62,-77,-76,E01
-80,-79,-68,-80,-57,-63,-76,-76,E01
-81,-77,-68,-80,-58,-63,-77,-74,E01
-81,-80,-68,-81,-58,-63,-76,-80,E01
-80,-80,-68,-81,-56,-63,-76,-76,E01
-80,-80,-68,-81,-56,-63,-76,-76,E01
-78,-79,-68,-80,-66,-63,-76,-76,E01
-77,-80,-68,-80,-57,-62,-78,-76,E01
-77,-80,-68,-81,-58,-63,-74,-75,E01
-77,-79,-69,-80,-56,-62,-77,-78,E01
-78,-80,-68,-80,-57,-63,-77,-80,E01
-79,-80,-68,-82,-56,-62,-75,-80,E01
-77,-76,-69,-81,-59,-64,-74,-77,E01
-77,-78,-68,-81,-59,-63,-73,-81,E01
-79,-78,-67,-79,-57,-63,-74,-76,E01
-79,-78,-67,-79,-57,-63,-74,-76,E01
-81,-80,-67,-80,-57,-63,-76,-77,E01
-82,-78,-66,-80,-57,-62,-75,-77,E01
-80,-76,-66,-81,-57,-63,-76,-77,E01
-80,-76,-66,-81,-57,-63,-76,-77,E01
-78,-79,-67,-79,-56,-63,-75,-75,E01
-79,-79,-67,-80,-57,-62,-74,-77,E01
-78,-71,-75,-81,-53,-71,-67,-87,E02
-78,-73,-74,-81,-53,-71,-65,-86,E02
-78,-73,-73,-83,-53,-71,-68,-86,E02
-78,-73,-73,-79,-54,-72,-68,-87,E02
-78,-73,-73,-79,-54,-72,-68,-87,E02
-77,-72,-75,-79,-53,-70,-68,-85,E02
-77,-72,-73,-78,-52,-71,-68,-87,E02
-77,-72,-74,-76,-52,-71,-67,-87,E02
-77,-72,-74,-76,-52,-71,-67,-87,E02
-79,-73,-74,-78,-53,-70,-68,-87,E02
-79,-71,-74,-78,-53,-71,-67,-88,E02
-76,-72,-76,-77,-53,-71,-67,-88,E02
-76,-72,-76,-77,-53,-71,-67,-88,E02
-77,-72,-74,-78,-53,-69,-67,-88,E02
-79,-72,-74,-77,-53,-71,-67,-87,E02
-78,-72,-73,-77,-53,-71,-66,-86,E02
-79,-72,-74,-77,-53,-69,-67,-87,E02
-79,-72,-73,-77,-64,-71,-68,-84,E02
-78,-72,-74,-77,-53,-71,-67,-86,E02
-78,-72,-74,-77,-53,-71,-67,-86,E02
-78,-72,-73,-76,-53,-71,-67,-86,E02
-79,-71,-74,-77,-52,-69,-67,-87,E02
-79,-72,-74,-75,-53,-70,-67,-86,E02
-79,-72,-74,-75,-53,-70,-67,-86,E02
-78,-72,-73,-76,-54,-70,-66,-87,E02
-77,-72,-74,-78,-53,-70,-68,-88,E02
-76,-70,-74,-78,-53,-70,-68,-85,E02
-76,-70,-74,-78,-53,-70,-68,-85,E02
-76,-72,-74,-77,-53,-71,-68,-86,E02
-79,-71,-76,-77,-53,-71,-69,-85,E02
-78,-70,-74,-77,-53,-71,-67,-85,E02
-76,-72,-76,-77,-53,-72,-67,-86,E02
-76,-72,-76,-77,-53,-72,-67,-86,E02
-79,-72,-75,-78,-53,-71,-66,-86,E02
-77,-73,-74,-78,-53,-72,-67,-83,E02
-79,-72,-74,-76,-53,-71,-67,-87,E02
-79,-72,-74,-76,-53,-71,-67,-87,E02
-76,-72,-75,-78,-53,-71,-68,-87,E02
-76,-72,-75,-77,-53,-71,-67,-86,E02
-76,-72,-75,-77,-53,-74,-67,-87,E02
-76,-72,-75,-77,-53,-74,-67,-87,E02
-76,-73,-76,-77,-53,-71,-67,-85,E02
-75,-72,-75,-77,-53,-71,-68,-86,E02
-76,-72,-74,-80,-53,-71,-66,-86,E02
-77,-71,-75,-78,-53,-70,-67,-87,E02
-76,-71,-75,-79,-53,-72,-68,-84,E02
-76,-71,-75,-79,-53,-72,-68,-84,E02
-77,-72,-75,-79,-52,-71,-66,-84,E02
-76,-73,-73,-78,-53,-71,-68,-86,E02
-76,-72,-76,-80,-52,-71,-67,-85,E02
-76,-71,-73,-79,-72,-71,-67,-85,E02
-77,-72,-75,-79,-53,-72,-65,-86,E02
-77,-72,-75,-79,-53,-72,-65,-86,E02
-76,-72,-75,-79,-67,-72,-67,-86,E02
-76,-72,-75,-78,-53,-72,-67,-80,E02
-76,-70,-75,-79,-53,-72,-67,-85,E02
-76,-70,-75,-79,-53,-72,-67,-85,E02
-76,-70,-73,-78,-53,-71,-67,-86,E02
-66,-69,-75,-80,-48,-76,-66,-80,E03
-67,-69,-75,-80,-47,-75,-67,-80,E03
-67,-69,-74,-80,-48,-74,-66,-78,E03
-67,-70,-72,-81,-49,-81,-67,-80,E03
-67,-70,-72,-81,-49,-81,-67,-80,E03
-67,-69,-75,-79,-48,-78,-66,-80,E03
-65,-69,-75,-79,-48,-72,-66,-80,E03
-67,-64,-75,-78,-47,-73,-66,-79,E03
-66,-70,-75,-77,-46,-74,-67,-80,E03
-66,-70,-75,-77,-46,-74,-67,-80,E03
-66,-71,-76,-77,-48,-80,-67,-79,E03
-66,-70,-76,-79,-48,-78,-68,-79,E03
-64,-70,-75,-79,-48,-73,-67,-78,E03
-64,-70,-75,-79,-48,-73,-67,-78,E03
-66,-70,-77,-80,-48,-74,-66,-79,E03
-66,-70,-75,-79,-48,-73,-65,-76,E03
-66,-70,-76,-81,-49,-73,-67,-80,E03
-66,-69,-77,-79,-49,-75,-67,-79,E03
-66,-69,-77,-79,-49,-75,-67,-79,E03
-65,-70,-75,-76,-48,-75,-66,-80,E03
-66,-72,-76,-78,-49,-74,-66,-78,E03
-67,-69,-76,-78,-49,-79,-67,-79,E03
-66,-70,-75,-80,-48,-79,-65,-79,E03
-68,-69,-74,-79,-48,-73,-65,-78,E03
-68,-69,-74,-79,-48,-73,-65,-78,E03
-67,-70,-75,-79,-49,-74,-67,-78,E03
-66,-69,-77,-79,-48,-74,-67,-79,E03
-67,-70,-76,-79,-47,-73,-66,-80,E03
-67,-70,-76,-79,-47,-73,-66,-80,E03
-67,-71,-76,-79,-48,-74,-67,-79,E03
-67,-71,-76,-79,-48,-74,-67,-79,E03
-67,-70,-77,-80,-48,-74,-65,-79,E03
-67,-69,-77,-79,-48,-74,-68,-78,E03
-66,-68,-77,-79,-48,-74,-67,-79,E03
-66,-68,-77,-79,-48,-74,-67,-79,E03
-67,-70,-78,-79,-48,-74,-66,-77,E03
-63,-70,-79,-80,-48,-78,-67,-79,E03
-67,-70,-79,-78,-49,-74,-65,-80,E03
-67,-70,-79,-78,-49,-74,-65,-80,E03
-64,-70,-78,-79,-48,-75,-67,-79,E03
-67,-69,-78,-77,-49,-74,-67,-78,E03
-66,-70,-77,-78,-49,-75,-67,-79,E03
-67,-70,-78,-80,-48,-73,-66,-80,E03
-66,-71,-79,-80,-48,-78,-67,-80,E03
-66,-69,-78,-81,-48,-79,-66,-79,E03
-66,-69,-78,-81,-48,-79,-66,-79,E03
-66,-70,-79,-81,-49,-74,-67,-79,E03
-64,-70,-77,-80,-49,-79,-66,-80,E03
-66,-71,-81,-81,-49,-75,-66,-85,E03
-66,-71,-81,-81,-49,-75,-66,-85,E03
-66,-69,-79,-83,-48,-79,-65,-78,E03
-66,-70,-80,-79,-49,-74,-64,-78,E03
-66,-69,-78,-80,-48,-78,-65,-79,E03
-65,-69,-80,-80,-48,-76,-67,-79,E03
-65,-69,-80,-80,-48,-76,-67,-79,E03
-65,-69,-78,-81,-49,-75,-67,-79,E03
-66,-68,-80,-79,-48,-76,-66,-80,E03
-66,-69,-79,-80,-49,-73,-67,-79,E03
-78,-75,-61,-72,-56,-78,-62,-75,E04
-78,-75,-62,-73,-56,-78,-63,-70,E04
-78,-75,-62,-73,-56,-78,-63,-70,E04
-77,-75,-62,-72,-73,-76,-63,-70,E04
-77,-75,-62,-73,-58,-79,-62,-69,E04
-79,-75,-61,-70,-58,-76,-60,-67,E04
-76,-74,-61,-72,-57,-75,-63,-70,E04
-76,-74,-61,-72,-57,-75,-63,-70,E04
-77,-76,-62,-72,-58,-78,-66,-70,E04
-76,-75,-61,-72,-57,-76,-63,-69,E04
-77,-74,-63,-73,-58,-77,-62,-71,E04
-77,-74,-63,-73,-58,-77,-62,-71,E04
-77,-75,-61,-73,-57,-78,-63,-69,E04
-77,-75,-62,-76,-58,-78,-62,-69,E04
-78,-75,-61,-73,-57,-78,-62,-79,E04
-78,-75,-61,-73,-57,-78,-62,-79,E04
-78,-76,-61,-73,-58,-79,-63,-70,E04
-77,-75,-61,-71,-58,-78,-62,-69,E04
-77,-73,-61,-73,-58,-76,-63,-70,E04
-76,-75,-73,-73,-58,-77,-62,-67,E04
-76,-75,-73,-73,-58,-77,-62,-67,E04
-77,-75,-61,-73,-58,-77,-62,-70,E04
-77,-75,-61,-72,-59,-78,-63,-69,E04
-77,-75,-62,-73,-58,-78,-62,-67,E04
-76,-76,-61,-73,-57,-79,-61,-69,E04
-78,-75,-59,-73,-57,-78,-62,-70,E04
-78,-75,-59,-73,-57,-78,-62,-70,E04
-77,-75,-62,-73,-58,-77,-62,-70,E04
-75,-76,-61,-74,-57,-77,-61,-69,E04
-76,-73,-61,-73,-59,-78,-62,-69,E04
-76,-73,-61,-73,-59,-78,-62,-69,E04
-76,-75,-61,-74,-58,-78,-62,-77,E04
-77,-75,-61,-73,-56,-76,-62,-69,E04
-77,-75,-61,-72,-58,-78,-62,-69,E04
-78,-75,-62,-73,-58,-78,-63,-69,E04
-78,-75,-62,-73,-58,-78,-63,-69,E04
-78,-75,-61,-72,-57,-78,-63,-73,E04
-76,-75,-59,-72,-55,-79,-62,-67,E04
-77,-75,-62,-73,-58,-79,-63,-69,E04
-77,-75,-62,-73,-58,-79,-63,-69,E04
-79,-75,-61,-73,-57,-79,-62,-73,E04
-77,-75,-61,-75,-58,-78,-62,-69,E04
-78,-75,-60,-74,-58,-78,-62,-77,E04
-78,-75,-60,-74,-58,-78,-62,-77,E04
-77,-75,-61,-72,-58,-78,-62,-77,E04
-77,-75,-61,-72,-58,-78,-62,-77,E04
-78,-75,-60,-73,-58,-78,-62,-74,E04
-79,-75,-61,-72,-58,-78,-62,-70,E04
-77,-73,-60,-73,-56,-75,-62,-69,E04
-77,-73,-60,-73,-56,-75,-62,-69,E04
-77,-75,-62,-72,-58,-75,-62,-71,E04
-77,-74,-61,-72,-58,-78,-62,-69,E04
-77,-75,-61,-73,-58,-77,-63,-67,E04
-77,-75,-61,-73,-58,-77,-63,-67,E04
-77,-74,-62,-72,-58,-78,-62,-70,E04
-75,-76,-61,-73,-57,-79,-62,-69,E04
-76,-75,-60,-73,-56,-77,-62,-77,E04
-76,-75,-61,-72,-57,-77,-63,-68,E04
-76,-75,-61,-72,-57,-77,-63,-68,E04
-69,-73,-70,-79,-67,-80,-67,-67,E05
-69,-72,-71,-79,-65,-79,-69,-68,E05
-79,-73,-71,-81,-66,-82,-69,-66,E05
-79,-73,-71,-81,-66,-82,-69,-66,E05
-69,-73,-71,-77,-66,-81,-69,-67,E05
-69,-73,-72,-75,-69,-80,-69,-67,E05
-68,-73,-72,-78,-63,-81,-69,-67,E05
-68,-73,-72,-78,-63,-81,-69,-67,E05
-68,-74,-72,-76,-66,-79,-69,-67,E05
-68,-73,-72,-77,-65,-80,-69,-67,E05
-68,-73,-72,-76,-64,-80,-69,-65,E05
-68,-72,-72,-76,-66,-81,-69,-68,E05
-68,-72,-72,-76,-66,-81,-69,-68,E05
-68,-73,-72,-77,-65,-81,-69,-64,E05
-65,-73,-72,-76,-66,-80,-68,-66,E05
-68,-72,-72,-78,-63,-79,-68,-69,E05
-68,-73,-72,-77,-65,-80,-69,-68,E05
-68,-73,-72,-77,-65,-80,-69,-68,E05
-69,-73,-73,-77,-65,-80,-69,-67,E05
-67,-73,-74,-78,-63,-80,-69,-69,E05
-80,-73,-74,-78,-65,-83,-70,-67,E05
-68,-73,-72,-77,-65,-80,-70,-68,E05
-68,-73,-72,-77,-65,-80,-70,-68,E05
-68,-73,-74,-78,-66,-76,-69,-66,E05
-69,-74,-73,-79,-66,-80,-69,-67,E05
-67,-74,-72,-78,-71,-81,-68,-67,E05
-79,-73,-74,-79,-66,-81,-69,-69,E05
-79,-73,-74,-79,-66,-81,-69,-69,E05
-68,-74,-72,-78,-66,-81,-69,-69,E05
-67,-73,-74,-78,-65,-80,-68,-68,E05
-66,-74,-73,-77,-66,-81,-70,-66,E05
-73,-73,-73,-78,-64,-81,-69,-68,E05
-73,-73,-73,-78,-64,-81,-69,-68,E05
-70,-74,-73,-77,-65,-80,-68,-68,E05
-69,-74,-74,-80,-65,-79,-68,-67,E05
-65,-73,-73,-78,-66,-80,-68,-67,E05
-69,-74,-74,-78,-66,-80,-68,-65,E05
-69,-74,-74,-78,-66,-80,-68,-65,E05
-68,-74,-74,-78,-65,-80,-68,-68,E05
-68,-73,-74,-77,-63,-80,-68,-68,E05
-69,-71,-73,-78,-65,-80,-68,-68,E05
-69,-71,-73,-78,-65,-80,-68,-68,E05
-68,-74,-74,-77,-66,-77,-69,-68,E05
-70,-74,-73,-78,-66,-81,-68,-67,E05
-70,-74,-74,-78,-66,-80,-69,-67,E05
-70,-74,-74,-78,-66,-80,-69,-67,E05
-69,-72,-74,-79,-66,-80,-69,-67,E05
-69,-70,-74,-78,-63,-80,-73,-68,E05
-69,-74,-74,-79,-64,-80,-68,-73,E05
-69,-74,-75,-76,-66,-81,-68,-67,E05
-69,-74,-75,-76,-66,-81,-68,-67,E05
-73,-74,-73,-77,-64,-81,-68,-68,E05
-69,-74,-74,-76,-63,-80,-70,-67,E05
-69,-72,-74,-77,-65,-81,-69,-65,E05
-69,-72,-74,-77,-65,-81,-69,-65,E05
-69,-74,-73,-76,-64,-79,-69,-67,E05
-69,-74,-74,-77,-62,-81,-69,-67,E05
-68,-74,-73,-78,-65,-81,-69,-68,E05
-68,-74,-73,-78,-65,-81,-69,-68,E05
-52,-69,-74,-82,-54,-77,-69,-75,E06
-53,-68,-73,-81,-54,-79,-67,-76,E06
-53,-70,-74,-86,-55,-79,-65,-77,E06
-53,-69,-73,-82,-54,-78,-68,-78,E06
-55,-67,-74,-87,-54,-78,-72,-78,E06
-55,-67,-74,-87,-54,-78,-72,-78,E06
-53,-69,-74,-84,-54,-78,-68,-77,E06
-54,-66,-73,-85,-54,-79,-68,-78,E06
-53,-69,-73,-84,-54,-78,-69,-78,E06
-53,-67,-69,-84,-55,-79,-70,-78,E06
-53,-67,-69,-84,-55,-79,-70,-78,E06
-53,-69,-73,-82,-61,-79,-69,-78,E06
-53,-69,-73,-84,-54,-79,-68,-78,E06
-54,-70,-73,-84,-55,-79,-68,-76,E06
-53,-69,-73,-79,-54,-78,-70,-77,E06
-53,-69,-73,-79,-54,-78,-70,-77,E06
-55,-69,-73,-82,-55,-79,-69,-78,E06
-53,-68,-73,-82,-55,-78,-66,-77,E06
-54,-69,-74,-83,-53,-76,-72,-77,E06
-54,-73,-73,-83,-73,-78,-69,-77,E06
-54,-73,-73,-83,-73,-78,-69,-77,E06
-53,-68,-72,-81,-53,-78,-68,-76,E06
-52,-68,-73,-84,-54,-78,-67,-77,E06
-53,-68,-74,-80,-54,-77,-67,-77,E06
-53,-68,-74,-80,-54,-77,-67,-77,E06
-53,-77,-72,-84,-54,-79,-68,-78,E06
-53,-70,-73,-83,-54,-78,-68,-77,E06
-53,-69,-73,-81,-54,-78,-69,-78,E06
-53,-69,-74,-84,-54,-78,-69,-79,E06
-53,-73,-74,-82,-53,-78,-70,-77,E06
-53,-69,-73,-84,-54,-78,-70,-77,E06
-53,-69,-73,-84,-54,-78,-70,-77,E06
-54,-68,-73,-81,-54,-77,-68,-76,E06
-55,-69,-77,-82,-53,-76,-69,-77,E06
-51,-69,-73,-85,-55,-78,-69,-76,E06
-51,-69,-73,-85,-55,-78,-69,-76,E06
-54,-67,-74,-83,-55,-78,-69,-76,E06
-55,-69,-73,-79,-54,-77,-68,-77,E06
-53,-69,-74,-84,-54,-78,-65,-77,E06
-53,-69,-74,-84,-54,-78,-65,-77,E06
-53,-69,-73,-81,-53,-78,-68,-78,E06
-52,-69,-73,-85,-55,-78,-69,-77,E06
-56,-69,-73,-84,-72,-79,-69,-78,E06
-72,-68,-74,-81,-54,-78,-70,-77,E06
-54,-70,-73,-84,-54,-78,-68,-77,E06
-52,-68,-73,-84,-53,-77,-68,-75,E06
-52,-68,-73,-84,-53,-77,-68,-75,E06
-53,-72,-72,-84,-54,-84,-66,-77,E06
-54,-69,-74,-83,-53,-79,-67,-77,E06
-53,-69,-73,-83,-55,-78,-66,-76,E06
-53,-69,-73,-83,-55,-78,-66,-76,E06
-54,-69,-74,-83,-55,-78,-64,-75,E06
-54,-70,-74,-82,-54,-77,-68,-77,E06
-54,-69,-74,-84,-53,-78,-68,-79,E06
-54,-68,-75,-85,-53,-78,-68,-79,E06
