Grid,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8
D5,-75 dBm,-76 dBm,-85 dBm,-87 dBm,-63 dBm,-83 dBm,-63 dBm,-80 dBm
D5,-79 dBm,-77 dBm,-75 dBm,-87 dBm,-64 dBm,-83 dBm,-64 dBm,-76 dBm
D5,-74 dBm,-76 dBm,-75 dBm,-85 dBm,-62 dBm,-88 dBm,-67 dBm,-80 dBm
D5,-75 dBm,-76 dBm,0,-87 dBm,-61 dBm,-81 dBm,-64 dBm,-79 dBm
D6,-67 dBm,-81 dBm,-66 dBm,-83 dBm,-76 dBm,-82 dBm,-71 dBm,-82 dBm
D6,-67 dBm,-80 dBm,-62 dBm,-81 dBm,-71 dBm,-80 dBm,-69 dBm,-84 dBm
D6,-67 dBm,-79 dBm,-67 dBm,-81 dBm,-71 dBm,-79 dBm,-70 dBm,-83 dBm
D6,-69 dBm,-80 dBm,-68 dBm,-81 dBm,-70 dBm,-80 dBm,-70 dBm,-84 dBm
D6,-69 dBm,-80 dBm,-70 dBm,-81 dBm,-71 dBm,-82 dBm,-70 dBm,-84 dBm
D6,-68 dBm,-78 dBm,-67 dBm,-81 dBm,-70 dBm,-85 dBm,-70 dBm,-84 dBm
D6,-69 dBm,-77 dBm,-66 dBm,-80 dBm,-74 dBm,-85 dBm,-71 dBm,-84 dBm
D6,-67 dBm,-80 dBm,-64 dBm,-80 dBm,-70 dBm,-82 dBm,-70 dBm,-84 dBm
D6,-67 dBm,-80 dBm,-67 dBm,-82 dBm,-68 dBm,-77 dBm,-71 dBm,-84 dBm
D6,-68 dBm,-78 dBm,-67 dBm,-83 dBm,-70 dBm,-80 dBm,-71 dBm,-85 dBm
D6,-64 dBm,-79 dBm,-66 dBm,-82 dBm,-72 dBm,-80 dBm,-73 dBm,-84 dBm
D6,-70 dBm,-79 dBm,-68 dBm,-80 dBm,-69 dBm,-83 dBm,-72 dBm,-85 dBm
D6,-67 dBm,-78 dBm,-67 dBm,-79 dBm,-71 dBm,-84 dBm,-68 dBm,-84 dBm
D6,-70 dBm,-81 dBm,-67 dBm,-81 dBm,-66 dBm,-83 dBm,-70 dBm,-83 dBm
D6,-68 dBm,-76 dBm,-69 dBm,-81 dBm,-67 dBm,-81 dBm,-69 dBm,-83 dBm
D6,-69 dBm,-80 dBm,-64 dBm,-78 dBm,-69 dBm,-83 dBm,-71 dBm,-83 dBm
D6,-69 dBm,-81 dBm,-67 dBm,-80 dBm,-67 dBm,-84 dBm,-70 dBm,-84 dBm
D6,-69 dBm,-80 dBm,-65 dBm,-79 dBm,-66 dBm,-80 dBm,-72 dBm,-84 dBm
D6,-69 dBm,-80 dBm,-67 dBm,-78 dBm,-68 dBm,-80 dBm,-70 dBm,-83 dBm
D6,-68 dBm,-80 dBm,-69 dBm,-80 dBm,-66 dBm,-79 dBm,-71 dBm,-83 dBm
D6,-69 dBm,-80 dBm,-67 dBm,-78 dBm,-67 dBm,-83 dBm,-71 dBm,-84 dBm
D6,-69 dBm,-78 dBm,-67 dBm,-82 dBm,-70 dBm,-79 dBm,-69 dBm,-83 dBm
D6,-68 dBm,-79 dBm,-64 dBm,-81 dBm,-68 dBm,-84 dBm,-71 dBm,-83 dBm
D6,-68 dBm,-78 dBm,-68 dBm,-80 dBm,-68 dBm,-81 dBm,-70 dBm,-83 dBm
D6,-69 dBm,-79 dBm,-65 dBm,-80 dBm,-65 dBm,-77 dBm,-70 dBm,-84 dBm
D6,-69 dBm,-79 dBm,-67 dBm,-80 dBm,-67 dBm,-81 dBm,-70 dBm,-84 dBm
D6,-69 dBm,-80 dBm,-69 dBm,-80 dBm,-65 dBm,-79 dBm,-70 dBm,-85 dBm
D6,-67 dBm,-81 dBm,-68 dBm,-79 dBm,-67 dBm,-81 dBm,-71 dBm,-84 dBm
D6,-69 dBm,-80 dBm,-67 dBm,-79 dBm,-67 dBm,-84 dBm,-71 dBm,-86 dBm
D6,-69 dBm,-80 dBm,-67 dBm,-78 dBm,-67 dBm,-80 dBm,-69 dBm,-82 dBm
D6,-69 dBm,-79 dBm,-68 dBm,-79 dBm,-69 dBm,-82 dBm,-68 dBm,-85 dBm
D6,-68 dBm,-80 dBm,-68 dBm,-81 dBm,-67 dBm,-80 dBm,-70 dBm,-86 dBm
D6,-69 dBm,-80 dBm,-68 dBm,-79 dBm,-67 dBm,-81 dBm,-70 dBm,-84 dBm
D7,-63 dBm,-80 dBm,-69 dBm,-88 dBm,-82 dBm,-94 dBm,-72 dBm,-84 dBm
D7,-66 dBm,-78 dBm,-68 dBm,-93 dBm,-77 dBm,-92 dBm,-72 dBm,-81 dBm
D7,-62 dBm,-78 dBm,-67 dBm,-93 dBm,-71 dBm,-89 dBm,-72 dBm,-79 dBm
D7,-62 dBm,-77 dBm,-68 dBm,-88 dBm,-69 dBm,-91 dBm,-73 dBm,-81 dBm
D7,-64 dBm,-78 dBm,-68 dBm,-93 dBm,-69 dBm,-91 dBm,-73 dBm,-81 dBm
D7,-64 dBm,-77 dBm,-67 dBm,-88 dBm,-68 dBm,-92 dBm,-71 dBm,-81 dBm
D7,-63 dBm,-78 dBm,-70 dBm,-89 dBm,-68 dBm,-90 dBm,-72 dBm,-82 dBm
D7,-63 dBm,-79 dBm,-67 dBm,-90 dBm,-68 dBm,-88 dBm,-75 dBm,-80 dBm
D7,-63 dBm,-79 dBm,-69 dBm,-90 dBm,-68 dBm,-91 dBm,-74 dBm,-82 dBm
D7,-63 dBm,-80 dBm,-67 dBm,-90 dBm,-67 dBm,-87 dBm,-72 dBm,-82 dBm
D7,-64 dBm,-77 dBm,-67 dBm,-90 dBm,-68 dBm,-90 dBm,-74 dBm,-82 dBm
D7,-64 dBm,-78 dBm,-68 dBm,-87 dBm,-69 dBm,-91 dBm,-72 dBm,-81 dBm
D7,-62 dBm,-80 dBm,-67 dBm,-90 dBm,-67 dBm,-92 dBm,-74 dBm,-79 dBm
D7,-64 dBm,-80 dBm,-68 dBm,-88 dBm,-68 dBm,-94 dBm,-73 dBm,-82 dBm
D7,-65 dBm,-80 dBm,-67 dBm,-89 dBm,-68 dBm,-91 dBm,-73 dBm,-82 dBm
D7,-63 dBm,-79 dBm,-67 dBm,-91 dBm,-67 dBm,-88 dBm,-73 dBm,-82 dBm
D7,-64 dBm,-79 dBm,-67 dBm,-89 dBm,-66 dBm,-91 dBm,-75 dBm,-82 dBm
D7,-62 dBm,-79 dBm,-67 dBm,-89 dBm,-66 dBm,-91 dBm,-72 dBm,-81 dBm
D7,-64 dBm,-79 dBm,-67 dBm,-89 dBm,-69 dBm,-93 dBm,-71 dBm,-81 dBm
D7,-64 dBm,-80 dBm,-67 dBm,-94 dBm,-68 dBm,-87 dBm,-71 dBm,-83 dBm
D7,-62 dBm,-79 dBm,-68 dBm,-92 dBm,-70 dBm,-89 dBm,-72 dBm,-82 dBm
D7,-63 dBm,-80 dBm,-68 dBm,-92 dBm,-70 dBm,-91 dBm,-72 dBm,-81 dBm
D7,-65 dBm,-78 dBm,-67 dBm,-90 dBm,-64 dBm,-90 dBm,-72 dBm,-81 dBm
D7,-67 dBm,-84 dBm,-69 dBm,-91 dBm,-68 dBm,-88 dBm,-73 dBm,-81 dBm
D7,-67 dBm,-82 dBm,-68 dBm,-94 dBm,-76 dBm,-89 dBm,-71 dBm,-80 dBm
D7,-65 dBm,-79 dBm,-66 dBm,-90 dBm,-73 dBm,-88 dBm,-72 dBm,-81 dBm
D7,-64 dBm,-78 dBm,-68 dBm,-91 dBm,-70 dBm,-92 dBm,-72 dBm,-82 dBm
D7,-65 dBm,-78 dBm,-68 dBm,-91 dBm,-69 dBm,-90 dBm,-71 dBm,-81 dBm
D7,-64 dBm,-79 dBm,-69 dBm,-90 dBm,-72 dBm,-90 dBm,-72 dBm,-82 dBm
D7,-63 dBm,-79 dBm,-68 dBm,-89 dBm,-70 dBm,-89 dBm,-73 dBm,-82 dBm
D7,-65 dBm,-80 dBm,-66 dBm,-87 dBm,-69 dBm,-84 dBm,-71 dBm,-81 dBm
D7,-62 dBm,-78 dBm,-68 dBm,-92 dBm,-68 dBm,0,-72 dBm,-82 dBm
D8,-71 dBm,-83 dBm,-77 dBm,-84 dBm,-67 dBm,-88 dBm,-67 dBm,-88 dBm
D8,-67 dBm,-89 dBm,-73 dBm,-85 dBm,-66 dBm,-88 dBm,-71 dBm,-89 dBm
D8,-62 dBm,-83 dBm,-71 dBm,-84 dBm,-73 dBm,-89 dBm,-71 dBm,-89 dBm
D8,-62 dBm,-88 dBm,-73 dBm,-84 dBm,-75 dBm,-88 dBm,-73 dBm,-86 dBm
D8,-64 dBm,-86 dBm,-72 dBm,-84 dBm,-75 dBm,-86 dBm,-70 dBm,-85 dBm
D8,-62 dBm,-88 dBm,-74 dBm,-84 dBm,-72 dBm,-89 dBm,-70 dBm,-86 dBm
D8,-63 dBm,-86 dBm,-73 dBm,-84 dBm,-75 dBm,-87 dBm,-71 dBm,-85 dBm
D8,-63 dBm,-87 dBm,-75 dBm,-83 dBm,-75 dBm,-87 dBm,-71 dBm,-85 dBm
D8,-64 dBm,-88 dBm,-74 dBm,-86 dBm,-73 dBm,-89 dBm,-71 dBm,-84 dBm
D8,-62 dBm,-87 dBm,-72 dBm,-83 dBm,-74 dBm,-88 dBm,-71 dBm,-86 dBm
D8,-63 dBm,-92 dBm,-73 dBm,-84 dBm,-74 dBm,-91 dBm,-70 dBm,-84 dBm
D8,-63 dBm,-88 dBm,-74 dBm,-80 dBm,-74 dBm,-88 dBm,-71 dBm,-86 dBm
D8,-63 dBm,-89 dBm,-73 dBm,-82 dBm,-76 dBm,-88 dBm,-70 dBm,-84 dBm
D8,-66 dBm,-89 dBm,-73 dBm,-83 dBm,-71 dBm,-90 dBm,-71 dBm,-85 dBm
D8,-62 dBm,-87 dBm,-74 dBm,-82 dBm,-76 dBm,-87 dBm,-71 dBm,-83 dBm
D8,-64 dBm,-85 dBm,-74 dBm,-84 dBm,-74 dBm,-90 dBm,-69 dBm,-87 dBm
D8,-64 dBm,-88 dBm,-73 dBm,-84 dBm,-75 dBm,-87 dBm,-69 dBm,-85 dBm
D8,-64 dBm,-87 dBm,-73 dBm,-82 dBm,-70 dBm,-87 dBm,-71 dBm,-86 dBm
D8,-63 dBm,-87 dBm,-73 dBm,-83 dBm,-73 dBm,-89 dBm,-70 dBm,-82 dBm
D8,-64 dBm,-84 dBm,-74 dBm,-83 dBm,-73 dBm,-88 dBm,-72 dBm,-85 dBm
D8,-61 dBm,-88 dBm,-73 dBm,-84 dBm,-73 dBm,-89 dBm,-71 dBm,-86 dBm
D8,-65 dBm,-88 dBm,-74 dBm,-85 dBm,-73 dBm,-88 dBm,-71 dBm,-86 dBm
D8,-62 dBm,-86 dBm,-74 dBm,-83 dBm,-73 dBm,-88 dBm,-72 dBm,-86 dBm
D8,-64 dBm,-86 dBm,-73 dBm,-82 dBm,-72 dBm,-88 dBm,-71 dBm,-86 dBm
D8,-62 dBm,-87 dBm,-74 dBm,-84 dBm,-73 dBm,-88 dBm,-70 dBm,-85 dBm
D8,-62 dBm,-88 dBm,-73 dBm,-84 dBm,-73 dBm,-89 dBm,-71 dBm,-86 dBm
D8,-64 dBm,-88 dBm,-73 dBm,-82 dBm,-72 dBm,-88 dBm,-72 dBm,-84 dBm
D8,-64 dBm,-87 dBm,-74 dBm,-85 dBm,-71 dBm,-89 dBm,-71 dBm,-86 dBm
D8,-63 dBm,-87 dBm,-75 dBm,-83 dBm,-74 dBm,-87 dBm,-67 dBm,-87 dBm
D8,-64 dBm,-88 dBm,-74 dBm,-83 dBm,-73 dBm,-88 dBm,-71 dBm,-86 dBm
D8,-64 dBm,-88 dBm,-74 dBm,-84 dBm,-72 dBm,-88 dBm,-73 dBm,-86 dBm
D8,-63 dBm,-88 dBm,-74 dBm,-84 dBm,-74 dBm,-89 dBm,-71 dBm,-89 dBm
D8,-64 dBm,-90 dBm,-73 dBm,-85 dBm,-70 dBm,0,-71 dBm,-92 dBm
D9,-61 dBm,-73 dBm,-69 dBm,-86 dBm,-75 dBm,-84 dBm,-84 dBm,-83 dBm
D9,-61 dBm,-75 dBm,-71 dBm,-85 dBm,-76 dBm,-85 dBm,-83 dBm,-82 dBm
D9,-61 dBm,-75 dBm,-69 dBm,-88 dBm,-76 dBm,-85 dBm,-84 dBm,-85 dBm
D9,-61 dBm,-74 dBm,-69 dBm,-86 dBm,-76 dBm,-87 dBm,-84 dBm,-84 dBm
D9,-60 dBm,-75 dBm,-70 dBm,-87 dBm,-76 dBm,-86 dBm,-83 dBm,-84 dBm
D9,-60 dBm,-75 dBm,-70 dBm,-86 dBm,-76 dBm,-86 dBm,-84 dBm,-85 dBm
D9,-60 dBm,-75 dBm,-68 dBm,-86 dBm,-76 dBm,-86 dBm,-84 dBm,-85 dBm
D9,-60 dBm,-74 dBm,-70 dBm,-86 dBm,-78 dBm,-83 dBm,-87 dBm,-84 dBm
D9,-60 dBm,-73 dBm,-70 dBm,-87 dBm,-77 dBm,-83 dBm,-85 dBm,-82 dBm
D9,-61 dBm,-75 dBm,-69 dBm,-87 dBm,-77 dBm,-87 dBm,-84 dBm,-83 dBm
D9,-61 dBm,-73 dBm,-69 dBm,-86 dBm,-77 dBm,-86 dBm,-82 dBm,-84 dBm
D9,-60 dBm,-76 dBm,-69 dBm,-86 dBm,-76 dBm,-87 dBm,-86 dBm,-84 dBm
D9,-61 dBm,-73 dBm,-69 dBm,-87 dBm,-74 dBm,-86 dBm,-83 dBm,-84 dBm
D9,-60 dBm,-75 dBm,-70 dBm,-85 dBm,-77 dBm,-86 dBm,-84 dBm,-82 dBm
D9,-60 dBm,-74 dBm,-71 dBm,-88 dBm,-77 dBm,-87 dBm,-81 dBm,-84 dBm
D9,-60 dBm,-76 dBm,-69 dBm,-88 dBm,-78 dBm,-84 dBm,-82 dBm,-82 dBm
D9,-60 dBm,-72 dBm,-70 dBm,-89 dBm,-78 dBm,-86 dBm,-85 dBm,-82 dBm
D9,-60 dBm,-73 dBm,-71 dBm,-88 dBm,-77 dBm,-86 dBm,-86 dBm,-82 dBm
D9,-60 dBm,-76 dBm,-69 dBm,-88 dBm,-78 dBm,-87 dBm,-83 dBm,-85 dBm
D9,-60 dBm,-74 dBm,-69 dBm,-86 dBm,-76 dBm,-85 dBm,-91 dBm,-84 dBm
D9,-62 dBm,-76 dBm,-71 dBm,-86 dBm,-75 dBm,-86 dBm,-85 dBm,-83 dBm
D9,-60 dBm,-73 dBm,-70 dBm,-88 dBm,-78 dBm,-88 dBm,-85 dBm,-82 dBm
D9,-60 dBm,-75 dBm,-72 dBm,-87 dBm,-73 dBm,-93 dBm,-77 dBm,-84 dBm
D9,-61 dBm,-76 dBm,-71 dBm,-86 dBm,-74 dBm,-87 dBm,-82 dBm,-87 dBm
D9,-62 dBm,-74 dBm,-67 dBm,-90 dBm,-79 dBm,-88 dBm,-89 dBm,-86 dBm
D9,-60 dBm,-72 dBm,-70 dBm,-88 dBm,-79 dBm,-84 dBm,-90 dBm,-83 dBm
D9,-58 dBm,-76 dBm,-68 dBm,-89 dBm,-77 dBm,-88 dBm,-84 dBm,-88 dBm
D9,-61 dBm,-81 dBm,-69 dBm,-85 dBm,-81 dBm,-89 dBm,-80 dBm,-89 dBm
D9,-59 dBm,-75 dBm,-71 dBm,-88 dBm,-73 dBm,-85 dBm,-83 dBm,-85 dBm
D9,-59 dBm,-76 dBm,-69 dBm,-86 dBm,-77 dBm,-87 dBm,-82 dBm,-84 dBm
D9,-61 dBm,-74 dBm,-70 dBm,-89 dBm,-77 dBm,-86 dBm,-85 dBm,-86 dBm
D9,-60 dBm,-73 dBm,-68 dBm,-88 dBm,-76 dBm,-87 dBm,-82 dBm,-85 dBm
E1,-76 dBm,-78 dBm,-76 dBm,-92 dBm,-62 dBm,-76 dBm,-73 dBm,-88 dBm
E1,-74 dBm,-80 dBm,-77 dBm,-91 dBm,-62 dBm,-75 dBm,-74 dBm,-87 dBm
E1,-78 dBm,-78 dBm,-76 dBm,-93 dBm,-62 dBm,-77 dBm,-75 dBm,-85 dBm
E1,-73 dBm,-80 dBm,-77 dBm,-95 dBm,-62 dBm,-77 dBm,-75 dBm,-85 dBm
E1,-77 dBm,-78 dBm,-77 dBm,-92 dBm,-60 dBm,-77 dBm,-77 dBm,-87 dBm
E1,-74 dBm,-79 dBm,-77 dBm,-92 dBm,-58 dBm,-75 dBm,-77 dBm,-86 dBm
E1,-76 dBm,-77 dBm,-76 dBm,-94 dBm,-61 dBm,-77 dBm,-73 dBm,-87 dBm
E1,-76 dBm,-86 dBm,-76 dBm,-95 dBm,-60 dBm,-75 dBm,-76 dBm,-87 dBm
E1,-76 dBm,-78 dBm,-74 dBm,-94 dBm,-62 dBm,-76 dBm,-78 dBm,-87 dBm
E1,-76 dBm,-78 dBm,-77 dBm,-92 dBm,-61 dBm,-76 dBm,-73 dBm,-86 dBm
E1,-72 dBm,-77 dBm,-76 dBm,-92 dBm,-62 dBm,-78 dBm,-77 dBm,-88 dBm
E1,-76 dBm,-80 dBm,-75 dBm,-95 dBm,-61 dBm,-75 dBm,-69 dBm,-87 dBm
E1,-76 dBm,-78 dBm,-75 dBm,-93 dBm,-61 dBm,-76 dBm,-75 dBm,-87 dBm
E1,-75 dBm,-82 dBm,-76 dBm,-91 dBm,-61 dBm,-76 dBm,-74 dBm,-87 dBm
E1,-75 dBm,-79 dBm,-79 dBm,-92 dBm,-60 dBm,-75 dBm,-76 dBm,-86 dBm
E1,-76 dBm,-77 dBm,-76 dBm,-92 dBm,-61 dBm,-78 dBm,-76 dBm,-85 dBm
E1,-72 dBm,-79 dBm,-77 dBm,-91 dBm,-62 dBm,-76 dBm,-77 dBm,-86 dBm
E1,-76 dBm,-78 dBm,-76 dBm,-93 dBm,-61 dBm,-76 dBm,-74 dBm,-87 dBm
E1,-76 dBm,-79 dBm,-77 dBm,-92 dBm,-62 dBm,-78 dBm,-73 dBm,-87 dBm
E1,-76 dBm,-79 dBm,-77 dBm,-92 dBm,-61 dBm,-76 dBm,-76 dBm,-86 dBm
E1,-76 dBm,-77 dBm,-76 dBm,-92 dBm,-62 dBm,-76 dBm,-78 dBm,-87 dBm
E1,-77 dBm,-78 dBm,-77 dBm,-91 dBm,-62 dBm,-77 dBm,-73 dBm,-88 dBm
E1,-76 dBm,-78 dBm,-77 dBm,-93 dBm,-56 dBm,-77 dBm,-71 dBm,-86 dBm
E1,-74 dBm,-78 dBm,-76 dBm,-94 dBm,-61 dBm,-77 dBm,-76 dBm,-87 dBm
E1,-75 dBm,-77 dBm,-76 dBm,-93 dBm,-61 dBm,-78 dBm,-74 dBm,-85 dBm
E1,-76 dBm,-78 dBm,-77 dBm,-93 dBm,-62 dBm,-75 dBm,-76 dBm,-87 dBm
E1,-76 dBm,-77 dBm,-77 dBm,-94 dBm,-61 dBm,-77 dBm,-77 dBm,-86 dBm
E1,-76 dBm,-77 dBm,-76 dBm,-93 dBm,-61 dBm,-78 dBm,-75 dBm,-87 dBm
E1,-77 dBm,-75 dBm,-77 dBm,-88 dBm,-63 dBm,-77 dBm,-73 dBm,-88 dBm
E1,-78 dBm,-77 dBm,-77 dBm,-91 dBm,-63 dBm,-78 dBm,-77 dBm,-89 dBm
E1,-80 dBm,-76 dBm,-79 dBm,-95 dBm,-63 dBm,-77 dBm,-77 dBm,-88 dBm
E1,-82 dBm,-78 dBm,-79 dBm,-92 dBm,-64 dBm,-76 dBm,-76 dBm,0
E2,-74 dBm,-91 dBm,-76 dBm,-92 dBm,-63 dBm,-72 dBm,-80 dBm,-87 dBm
E2,-74 dBm,-94 dBm,-75 dBm,-91 dBm,-65 dBm,-72 dBm,-79 dBm,-89 dBm
E2,-73 dBm,-93 dBm,-73 dBm,-91 dBm,-60 dBm,-72 dBm,-73 dBm,-90 dBm
E2,-75 dBm,-93 dBm,-71 dBm,-89 dBm,-63 dBm,-75 dBm,-76 dBm,-93 dBm
E2,-74 dBm,-94 dBm,-73 dBm,-90 dBm,-64 dBm,-74 dBm,-76 dBm,-91 dBm
E2,-77 dBm,-94 dBm,-73 dBm,-94 dBm,-63 dBm,-73 dBm,-78 dBm,-89 dBm
E2,-76 dBm,-93 dBm,-73 dBm,-90 dBm,-63 dBm,-69 dBm,-77 dBm,-89 dBm
E2,-73 dBm,-92 dBm,-77 dBm,-93 dBm,-63 dBm,-72 dBm,-80 dBm,-92 dBm
E2,-78 dBm,-93 dBm,-72 dBm,-88 dBm,-62 dBm,-70 dBm,-79 dBm,-89 dBm
E2,-72 dBm,-92 dBm,-75 dBm,-92 dBm,-65 dBm,-71 dBm,-78 dBm,-92 dBm
E2,-71 dBm,-95 dBm,-72 dBm,-92 dBm,-60 dBm,-71 dBm,-76 dBm,-89 dBm
E2,-74 dBm,-91 dBm,-73 dBm,-90 dBm,-65 dBm,-65 dBm,-75 dBm,-88 dBm
E2,-75 dBm,-90 dBm,-71 dBm,-91 dBm,-67 dBm,-72 dBm,-78 dBm,-94 dBm
E2,-72 dBm,-90 dBm,-74 dBm,-86 dBm,-60 dBm,-70 dBm,-78 dBm,-89 dBm
E2,-72 dBm,-94 dBm,-72 dBm,-88 dBm,-64 dBm,-72 dBm,-82 dBm,-89 dBm
E2,-73 dBm,-94 dBm,-69 dBm,-89 dBm,-64 dBm,-70 dBm,-76 dBm,-89 dBm
E2,-73 dBm,-89 dBm,-72 dBm,-87 dBm,-62 dBm,-73 dBm,-81 dBm,-85 dBm
E2,-72 dBm,-90 dBm,-72 dBm,-89 dBm,-64 dBm,-73 dBm,-78 dBm,-87 dBm
E2,-74 dBm,-94 dBm,-73 dBm,-87 dBm,-62 dBm,-69 dBm,-80 dBm,-88 dBm
E2,-74 dBm,-92 dBm,-73 dBm,-92 dBm,-64 dBm,-70 dBm,-80 dBm,-89 dBm
E2,-75 dBm,-92 dBm,-72 dBm,-90 dBm,-61 dBm,-72 dBm,-79 dBm,-88 dBm
E2,-72 dBm,-94 dBm,-74 dBm,-92 dBm,-68 dBm,-73 dBm,-80 dBm,-90 dBm
E2,-72 dBm,-95 dBm,-71 dBm,-92 dBm,-64 dBm,-72 dBm,-78 dBm,-88 dBm
E2,-73 dBm,-96 dBm,-73 dBm,-91 dBm,-66 dBm,-69 dBm,-76 dBm,-88 dBm
E2,-72 dBm,-93 dBm,-73 dBm,-90 dBm,-66 dBm,-71 dBm,-75 dBm,-92 dBm
E2,-72 dBm,-92 dBm,-75 dBm,-90 dBm,-65 dBm,-70 dBm,-76 dBm,-95 dBm
E2,-71 dBm,-93 dBm,-74 dBm,-91 dBm,-63 dBm,-72 dBm,-76 dBm,-90 dBm
E2,-70 dBm,-92 dBm,-75 dBm,-93 dBm,-63 dBm,-73 dBm,-76 dBm,-91 dBm
E2,-72 dBm,-93 dBm,-76 dBm,-89 dBm,-64 dBm,-70 dBm,-76 dBm,-95 dBm
E2,-71 dBm,-94 dBm,-75 dBm,-90 dBm,-70 dBm,-70 dBm,-76 dBm,0
E2,-71 dBm,-90 dBm,-74 dBm,-92 dBm,-68 dBm,-70 dBm,-73 dBm,0
E2,-73 dBm,-94 dBm,-77 dBm,-91 dBm,-63 dBm,-67 dBm,-72 dBm,0
E3,-80 dBm,-90 dBm,-75 dBm,-90 dBm,-61 dBm,-79 dBm,-78 dBm,-88 dBm
E3,-80 dBm,-78 dBm,-73 dBm,-90 dBm,-60 dBm,-76 dBm,-81 dBm,-89 dBm
E3,-93 dBm,-85 dBm,-71 dBm,-92 dBm,-67 dBm,-80 dBm,-78 dBm,-85 dBm
E3,-84 dBm,-88 dBm,-74 dBm,-91 dBm,-62 dBm,-77 dBm,-81 dBm,-89 dBm
E3,-79 dBm,-82 dBm,-71 dBm,-91 dBm,-61 dBm,-79 dBm,-80 dBm,-94 dBm
E3,-81 dBm,-85 dBm,-71 dBm,-92 dBm,-61 dBm,-81 dBm,-78 dBm,-91 dBm
E3,-82 dBm,-84 dBm,-73 dBm,-91 dBm,-62 dBm,-79 dBm,-80 dBm,-92 dBm
E3,-83 dBm,-84 dBm,-72 dBm,-91 dBm,-62 dBm,-79 dBm,-80 dBm,-91 dBm
E3,-82 dBm,-84 dBm,-73 dBm,-92 dBm,-60 dBm,-79 dBm,-80 dBm,-90 dBm
E3,-82 dBm,-83 dBm,-72 dBm,-91 dBm,-63 dBm,-80 dBm,-80 dBm,-91 dBm
E3,-83 dBm,-85 dBm,-72 dBm,-91 dBm,-63 dBm,-80 dBm,-83 dBm,-90 dBm
E3,-81 dBm,-82 dBm,-72 dBm,-92 dBm,-62 dBm,-79 dBm,-84 dBm,-92 dBm
E3,-78 dBm,-81 dBm,-73 dBm,-94 dBm,-63 dBm,-79 dBm,-84 dBm,-90 dBm
E3,-80 dBm,-82 dBm,-73 dBm,-91 dBm,-63 dBm,-81 dBm,-85 dBm,-90 dBm
E3,-80 dBm,-82 dBm,-73 dBm,-92 dBm,-63 dBm,-79 dBm,-83 dBm,-90 dBm
E3,-80 dBm,-81 dBm,-73 dBm,-91 dBm,-62 dBm,-81 dBm,-84 dBm,-90 dBm
E3,-80 dBm,-83 dBm,-73 dBm,-91 dBm,-61 dBm,-80 dBm,-88 dBm,-90 dBm
E3,-80 dBm,-84 dBm,-74 dBm,-89 dBm,-60 dBm,-79 dBm,-83 dBm,-88 dBm
E3,-80 dBm,-86 dBm,-72 dBm,-90 dBm,-61 dBm,-79 dBm,-81 dBm,-92 dBm
E3,-77 dBm,-81 dBm,-72 dBm,-90 dBm,-63 dBm,-77 dBm,-83 dBm,-92 dBm
E3,-81 dBm,-83 dBm,-73 dBm,-90 dBm,-61 dBm,-78 dBm,-84 dBm,-91 dBm
E3,-84 dBm,-84 dBm,-72 dBm,-90 dBm,-62 dBm,-79 dBm,-86 dBm,-90 dBm
E3,-77 dBm,-83 dBm,-74 dBm,-91 dBm,-59 dBm,-79 dBm,-83 dBm,-94 dBm
E3,-80 dBm,-84 dBm,-70 dBm,-88 dBm,-64 dBm,-81 dBm,-88 dBm,-89 dBm
E3,-87 dBm,-82 dBm,-75 dBm,-84 dBm,-61 dBm,-77 dBm,-80 dBm,-89 dBm
E3,-84 dBm,-87 dBm,-75 dBm,-89 dBm,-63 dBm,-80 dBm,-86 dBm,-90 dBm
E3,-81 dBm,-86 dBm,-71 dBm,-87 dBm,-75 dBm,-79 dBm,-91 dBm,-93 dBm
E3,-78 dBm,-88 dBm,-76 dBm,-85 dBm,-74 dBm,-82 dBm,-78 dBm,-92 dBm
E3,-81 dBm,-90 dBm,-75 dBm,-88 dBm,-69 dBm,-78 dBm,-79 dBm,-92 dBm
E3,-82 dBm,-87 dBm,-74 dBm,-86 dBm,-68 dBm,-83 dBm,-77 dBm,-92 dBm
E3,-81 dBm,-84 dBm,-74 dBm,-86 dBm,-68 dBm,-84 dBm,-80 dBm,-91 dBm
E3,-81 dBm,-83 dBm,-71 dBm,-90 dBm,-69 dBm,-82 dBm,-82 dBm,-90 dBm
E4,-80 dBm,-90 dBm,-80 dBm,-87 dBm,-50 dBm,-92 dBm,-68 dBm,-93 dBm
E4,-77 dBm,-85 dBm,-77 dBm,-85 dBm,-50 dBm,-83 dBm,-67 dBm,-87 dBm
E4,-77 dBm,-84 dBm,-74 dBm,-83 dBm,-50 dBm,-86 dBm,-70 dBm,-90 dBm
E4,-80 dBm,-84 dBm,-77 dBm,-83 dBm,-50 dBm,-85 dBm,-68 dBm,-88 dBm
E4,-80 dBm,-83 dBm,-76 dBm,-86 dBm,-50 dBm,-87 dBm,-69 dBm,-90 dBm
E4,-84 dBm,-83 dBm,-76 dBm,-85 dBm,-54 dBm,-87 dBm,-69 dBm,-89 dBm
