timestamp,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
7532076,-68,-76,-58,-95,-66,-67,-62,-79
7537403,-71,-75,-61,-95,-66,-66,-72,-81
7542732,-69,-77,-60,-92,-66,-67,-61,-80
7542732,-69,-77,-60,-92,-66,-67,-61,-80
7548060,-72,-78,-68,-89,-64,-69,-64,-80
7557387,-72,-74,-61,-89,-64,-69,-60,-79
7562716,-68,-75,-62,-92,-66,-68,-62,-78
7562716,-68,-75,-62,-92,-66,-68,-62,-78
7568043,-71,-80,-61,-93,-66,-80,-59,-79
7577372,-71,-75,-58,-94,-64,-69,-61,-80
7582703,-68,-75,-60,-89,-64,-69,-60,-78
7582703,-68,-75,-60,-89,-64,-69,-60,-78
7588034,-67,-75,-60,-93,-66,-69,-65,-78
7597365,-70,-73,-61,-93,-65,-68,-62,-79
7602692,-70,-74,-61,-94,-65,-69,-63,-80
7608021,-69,-75,-61,-93,-65,-69,-59,-79
7608021,-69,-75,-61,-93,-65,-69,-59,-79
7613351,-69,-75,-58,-95,-64,-69,-61,-79
7613351,-69,-75,-58,-95,-64,-69,-61,-79
7623680,-71,-74,-61,-95,-64,-69,-61,-79
7633010,-68,-75,-61,-92,-65,-70,-58,-78
7638338,-70,-74,-60,-94,-73,-69,-60,-77
7638338,-70,-74,-60,-94,-73,-69,-60,-77
7643671,-70,-74,-61,-90,-65,-68,-60,-79
7652999,-70,-74,-62,-90,-65,-73,-61,-77
7658329,-69,-74,-62,-93,-68,-68,-60,-78
7658329,-69,-74,-62,-93,-68,-68,-60,-78
7663658,-70,-80,-63,-89,-64,-69,-59,-79
7672985,-71,-74,-62,-94,-66,-69,-62,-77
7678313,-70,-74,-62,-94,-66,-68,-61,-77
7683641,-69,-75,-62,-91,-65,-69,-61,-79
7683641,-69,-75,-62,-91,-65,-69,-61,-79
7688970,-69,-75,-63,-93,-64,-70,-61,-79
7698300,-69,-76,-63,-91,-66,-70,-62,-80
7703629,-69,-77,-61,-92,-65,-69,-61,-79
7708957,-70,-75,-61,-94,-64,-69,-60,-78
7708957,-70,-75,-61,-94,-64,-69,-60,-78
7714290,-70,-74,-62,-88,-64,-69,-61,-78
7723620,-70,-76,-68,-94,-62,-79,-62,-79
7728948,-70,-75,-60,-92,-64,-70,-61,-78
7728948,-70,-75,-60,-92,-64,-70,-61,-78
7734277,-68,-75,-61,-93,-65,-70,-61,-78
7743608,-70,-75,-61,-91,-64,-69,-61,-79
7748937,-69,-75,-61,-97,-64,-68,-59,-78
7754267,-69,-75,-62,-93,-64,-69,-61,-77
7883598,-71,-76,-61,-86,-66,-67,-62,-79
7888925,-71,-77,-60,-90,-65,-67,-61,-78
7888925,-71,-77,-60,-90,-65,-67,-61,-78
7894256,-71,-75,-62,-90,-66,-67,-61,-79
7894256,-71,-75,-62,-90,-66,-67,-61,-79
7904585,-72,-77,-59,-92,-62,-69,-62,-78
7913915,-71,-74,-61,-86,-65,-68,-58,-78
7919245,-70,-75,-61,-89,-63,-68,-62,-79
7919245,-70,-75,-61,-89,-63,-68,-62,-79
7924576,-70,-74,-63,-94,-65,-69,-62,-80
