timestamp,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8,grid
8103518,-72,-85,-65,-85,-61,-58,-63,-90,B01
8103518,-72,-85,-65,-85,-61,-58,-63,-90,B01
8108846,-72,-79,-73,-81,-63,-60,-65,-88,B01
8118175,-72,-75,-68,-82,-62,-60,-70,-87,B01
8123507,-69,-80,-70,-81,-63,-59,-67,-89,B01
8123507,-69,-80,-70,-81,-63,-59,-67,-89,B01
8128835,-71,-74,-67,-81,-66,-60,-64,-86,B01
8128835,-71,-74,-67,-81,-66,-60,-64,-86,B01
8139165,-72,-76,-65,-81,-62,-58,-64,-89,B01
8148496,-73,-75,-66,-81,-59,-60,-72,-87,B01
8153824,-70,-74,-65,-85,-62,-60,-65,-87,B01
8153824,-70,-74,-65,-85,-62,-60,-65,-87,B01
8159152,-72,-76,-72,-88,-62,-61,-63,-86,B01
8168482,-71,-75,-65,-84,-63,-59,-63,-88,B01
8173812,-72,-74,-66,-84,-62,-60,-65,-87,B01
8179141,-72,-77,-66,-83,-60,-59,-63,-87,B01
8179141,-72,-77,-66,-83,-60,-59,-63,-87,B01
8184471,-72,-75,-65,-85,-62,-60,-63,-88,B01
8193800,-72,-76,-66,-84,-62,-60,-64,-89,B01
8199129,-72,-75,-66,-84,-63,-61,-63,-86,B01
8199129,-72,-75,-66,-84,-63,-61,-63,-86,B01
8204458,-72,-75,-65,-84,-62,-60,-62,-89,B01
8213789,-75,-76,-66,-82,-62,-60,-62,-87,B01
8219118,-75,-75,-66,-83,-60,-59,-63,-89,B01
8224447,-72,-77,-65,-83,-61,-57,-65,-88,B01
8224447,-72,-77,-65,-83,-61,-57,-65,-88,B01
8229777,-72,-76,-67,-82,-63,-60,-65,-89,B01
8239108,-71,-76,-64,-83,-64,-60,-66,-88,B01
8244439,-72,-77,-69,-80,-62,-59,-63,-88,B01
8244439,-72,-77,-69,-80,-62,-59,-63,-88,B01
8249770,-72,-77,-70,-80,-61,-53,-64,-90,B01
8259097,-74,-76,-68,-81,-61,-60,-62,-88,B01
8264426,-74,-76,-67,-82,-62,-60,-72,-85,B01
8269757,-76,-79,-66,-81,-61,-60,-65,-88,B01
8269757,-76,-79,-66,-81,-61,-60,-65,-88,B01
8275085,-74,-79,-68,-81,-61,-60,-64,-87,B01
8284417,-75,-75,-65,-84,-62,-60,-61,-87,B01
8289745,-75,-82,-66,-82,-62,-60,-65,-89,B01
8289745,-75,-82,-66,-82,-62,-60,-65,-89,B01
8295075,-72,-74,-66,-80,-62,-60,-63,-87,B01
8304404,-72,-75,-66,-81,-66,-66,-63,-87,B01
8309733,-74,-75,-66,-81,-63,-59,-63,-88,B01
7532076,-68,-76,-58,-95,-66,-67,-62,-79,B02
7537403,-71,-75,-61,-95,-66,-66,-72,-81,B02
7542732,-69,-77,-60,-92,-66,-67,-61,-80,B02
7542732,-69,-77,-60,-92,-66,-67,-61,-80,B02
7548060,-72,-78,-68,-89,-64,-69,-64,-80,B02
7557387,-72,-74,-61,-89,-64,-69,-60,-79,B02
7562716,-68,-75,-62,-92,-66,-68,-62,-78,B02
7562716,-68,-75,-62,-92,-66,-68,-62,-78,B02
7568043,-71,-80,-61,-93,-66,-80,-59,-79,B02
7577372,-71,-75,-58,-94,-64,-69,-61,-80,B02
7582703,-68,-75,-60,-89,-64,-69,-60,-78,B02
7582703,-68,-75,-60,-89,-64,-69,-60,-78,B02
7588034,-67,-75,-60,-93,-66,-69,-65,-78,B02
7597365,-70,-73,-61,-93,-65,-68,-62,-79,B02
7602692,-70,-74,-61,-94,-65,-69,-63,-80,B02
7608021,-69,-75,-61,-93,-65,-69,-59,-79,B02
7608021,-69,-75,-61,-93,-65,-69,-59,-79,B02
7613351,-69,-75,-58,-95,-64,-69,-61,-79,B02
7613351,-69,-75,-58,-95,-64,-69,-61,-79,B02
7623680,-71,-74,-61,-95,-64,-69,-61,-79,B02
7633010,-68,-75,-61,-92,-65,-70,-58,-78,B02
7638338,-70,-74,-60,-94,-73,-69,-60,-77,B02
7638338,-70,-74,-60,-94,-73,-69,-60,-77,B02
7643671,-70,-74,-61,-90,-65,-68,-60,-79,B02
7652999,-70,-74,-62,-90,-65,-73,-61,-77,B02
7658329,-69,-74,-62,-93,-68,-68,-60,-78,B02
7658329,-69,-74,-62,-93,-68,-68,-60,-78,B02
7663658,-70,-80,-63,-89,-64,-69,-59,-79,B02
7672985,-71,-74,-62,-94,-66,-69,-62,-77,B02
7678313,-70,-74,-62,-94,-66,-68,-61,-77,B02
7683641,-69,-75,-62,-91,-65,-69,-61,-79,B02
7683641,-69,-75,-62,-91,-65,-69,-61,-79,B02
7688970,-69,-75,-63,-93,-64,-70,-61,-79,B02
7698300,-69,-76,-63,-91,-66,-70,-62,-80,B02
7703629,-69,-77,-61,-92,-65,-69,-61,-79,B02
7708957,-70,-75,-61,-94,-64,-69,-60,-78,B02
7708957,-70,-75,-61,-94,-64,-69,-60,-78,B02
7714290,-70,-74,-62,-88,-64,-69,-61,-78,B02
7723620,-70,-76,-68,-94,-62,-79,-62,-79,B02
7728948,-70,-75,-60,-92,-64,-70,-61,-78,B02
7728948,-70,-75,-60,-92,-64,-70,-61,-78,B02
7734277,-68,-75,-61,-93,-65,-70,-61,-78,B02
7743608,-70,-75,-61,-91,-64,-69,-61,-79,B02
7748937,-69,-75,-61,-97,-64,-68,-59,-78,B02
7754267,-69,-75,-62,-93,-64,-69,-61,-77,B02
7883598,-71,-76,-61,-86,-66,-67,-62,-79,B02
7888925,-71,-77,-60,-90,-65,-67,-61,-78,B02
7888925,-71,-77,-60,-90,-65,-67,-61,-78,B02
7894256,-71,-75,-62,-90,-66,-67,-61,-79,B02
7894256,-71,-75,-62,-90,-66,-67,-61,-79,B02
7904585,-72,-77,-59,-92,-62,-69,-62,-78,B02
7913915,-71,-74,-61,-86,-65,-68,-58,-78,B02
7919245,-70,-75,-61,-89,-63,-68,-62,-79,B02
7919245,-70,-75,-61,-89,-63,-68,-62,-79,B02
7924576,-70,-74,-63,-94,-65,-69,-62,-80,B02
7149934,-66,-85,-60,-89,-76,-72,-56,-85,B03
7155265,-67,-83,-59,-89,-76,-78,-56,-78,B03
7160594,-67,-88,-60,-89,-74,-73,-56,-78,B03
7160594,-67,-88,-60,-89,-74,-73,-56,-78,B03
7165921,-66,-83,-63,-92,-75,-72,-56,-78,B03
7175249,-67,-82,-60,-91,-77,-74,-56,-78,B03
7180576,-68,-83,-60,-92,-78,-74,-57,-78,B03
7180576,-68,-83,-60,-92,-78,-74,-57,-78,B03
7185904,-66,-83,-59,-92,-73,-79,-58,-81,B03
7195233,-66,-82,-59,-93,-74,-73,-64,-81,B03
7200561,-66,-81,-63,-91,-75,-71,-56,-81,B03
7200561,-66,-81,-63,-91,-75,-71,-56,-81,B03
7205889,-66,-83,-59,-88,-72,-73,-56,-78,B03
7215219,-67,-83,-60,-89,-74,-79,-59,-79,B03
7220547,-67,-83,-60,-88,-74,-68,-58,-79,B03
7225876,-67,-87,-59,-87,-76,-72,-58,-78,B03
7231204,-68,-86,-60,-88,-74,-79,-58,-79,B03
7236533,-67,-86,-60,-86,-72,-79,-58,-79,B03
7241860,-67,-85,-60,-88,-77,-71,-58,-78,B03
7241860,-67,-85,-60,-88,-77,-71,-58,-78,B03
7247191,-66,-84,-72,-89,-74,-79,-58,-77,B03
7256522,-66,-84,-59,-84,-73,-72,-58,-78,B03
7261852,-68,-84,-59,-90,-70,-71,-55,-78,B03
7261852,-68,-84,-59,-90,-70,-71,-55,-78,B03
7267186,-68,-79,-59,-88,-79,-71,-58,-78,B03
7276517,-68,-80,-60,-87,-76,-78,-58,-78,B03
7281844,-67,-81,-61,-86,-73,-70,-57,-77,B03
7281844,-67,-81,-61,-86,-73,-70,-57,-77,B03
7287171,-69,-77,-59,-91,-74,-71,-57,-79,B03
7296499,-69,-82,-60,-89,-75,-70,-59,-79,B03
7301833,-68,-82,-60,-87,-72,-82,-58,-79,B03
7301833,-68,-82,-60,-87,-72,-82,-58,-79,B03
7307161,-68,-80,-62,-90,-73,-69,-57,-79,B03
7316492,-69,-83,-59,-88,-74,-70,-59,-78,B03
7321821,-67,-82,-60,-89,-73,-71,-59,-78,B03
7327152,-67,-83,-61,-89,-74,-72,-59,-78,B03
7327152,-67,-83,-61,-89,-74,-72,-59,-78,B03
7332480,-66,-81,-61,-91,-72,-71,-58,-79,B03
7341808,-68,-85,-60,-88,-73,-71,-61,-79,B03
7347135,-66,-82,-60,-90,-75,-71,-59,-78,B03
7352464,-66,-83,-60,-88,-74,-71,-59,-78,B03
7352464,-66,-83,-60,-88,-74,-71,-59,-78,B03
7357795,-68,-82,-62,-89,-72,-73,-57,-79,B03
7367124,-69,-82,-61,-91,-73,-73,-60,-78,B03
7372454,-67,-83,-59,-88,-77,-73,-59,-79,B03
7372454,-67,-83,-59,-88,-77,-73,-59,-79,B03
7377785,-69,-82,-60,-87,-71,-73,-58,-78,B03
7387113,-68,-86,-59,-87,-77,-73,-58,-77,B03
7392441,-66,-86,-59,-88,-76,-69,-58,-77,B03
7397774,-69,-82,-59,-89,-73,-73,-56,-79,B03
7397774,-69,-82,-59,-89,-73,-73,-56,-79,B03
7403104,-67,-84,-57,-84,-78,-73,-58,-81,B03
7403104,-67,-84,-57,-84,-78,-73,-58,-81,B03
7413434,-67,-83,-59,-87,-76,-74,-58,-79,B03
7422762,-67,-85,-60,-88,-73,-71,-58,-81,B03
7428092,-67,-83,-59,-89,-75,-72,-58,-77,B03
7433421,-67,-85,-58,-92,-68,-80,-59,-81,B03
6800464,-73,-76,-58,-79,-75,-73,-71,-87,B04
6800464,-73,-76,-58,-79,-75,-73,-71,-87,B04
6810794,-73,-73,-57,-77,-73,-76,-70,-87,B04
6810794,-73,-73,-57,-77,-73,-76,-70,-87,B04
6821126,-72,-76,-58,-79,-71,-77,-72,-87,B04
6830455,-72,-76,-58,-77,-76,-76,-73,-87,B04
6835786,-72,-75,-58,-79,-69,-76,-72,-86,B04
6841114,-73,-74,-58,-78,-71,-75,-72,-87,B04
6841114,-73,-74,-58,-78,-71,-75,-72,-87,B04
6846442,-72,-76,-57,-77,-72,-75,-71,-87,B04
6855770,-72,-76,-58,-79,-73,-78,-65,-86,B04
6861098,-70,-76,-58,-79,-70,-76,-70,-87,B04
6866425,-72,-75,-58,-80,-78,-75,-69,-89,B04
6866425,-72,-75,-58,-80,-78,-75,-69,-89,B04
6871756,-73,-79,-57,-79,-74,-77,-69,-88,B04
6881084,-71,-77,-57,-80,-74,-76,-64,-87,B04
6886413,-69,-77,-58,-80,-72,-75,-69,-90,B04
6891741,-72,-75,-57,-79,-73,-76,-66,-83,B04
6891741,-72,-75,-57,-79,-73,-76,-66,-83,B04
6897068,-72,-74,-58,-77,-70,-75,-69,-87,B04
6906396,-74,-76,-56,-75,-74,-83,-66,-86,B04
6911726,-72,-75,-58,-79,-72,-86,-72,-85,B04
6917053,-79,-76,-59,-79,-71,-78,-71,-88,B04
6917053,-79,-76,-59,-79,-71,-78,-71,-88,B04
6922382,-74,-75,-57,-80,-73,-79,-69,-88,B04
6931711,-73,-75,-56,-79,-70,-83,-71,-89,B04
6937039,-72,-78,-58,-81,-70,-77,-70,-85,B04
6942367,-73,-79,-57,-80,-76,-77,-70,-83,B04
6942367,-73,-79,-57,-80,-76,-77,-70,-83,B04
6947698,-70,-83,-58,-80,-76,-77,-66,-83,B04
6957030,-73,-72,-59,-80,-69,-79,-71,-84,B04
6962360,-78,-75,-57,-79,-70,-78,-66,-86,B04
6962360,-78,-75,-57,-79,-70,-78,-66,-86,B04
6967691,-77,-76,-54,-79,-71,-78,-67,-89,B04
6977019,-78,-75,-58,-78,-68,-79,-70,-84,B04
6982346,-70,-73,-56,-80,-72,-77,-69,-88,B04
6982346,-70,-73,-56,-80,-72,-77,-69,-88,B04
6987673,-74,-75,-57,-80,-71,-76,-72,-87,B04
6997000,-72,-75,-60,-79,-70,-76,-70,-87,B04
7002329,-73,-76,-61,-81,-70,-77,-70,-86,B04
7007658,-76,-77,-60,-79,-71,-77,-68,-87,B04
7007658,-76,-77,-60,-79,-71,-77,-68,-87,B04
7012985,-71,-79,-56,-79,-74,-79,-70,-86,B04
7022313,-71,-75,-58,-78,-70,-76,-70,-87,B04
7027642,-72,-76,-57,-77,-70,-78,-67,-85,B04
7027642,-72,-76,-57,-77,-70,-78,-67,-85,B04
7032971,-72,-75,-58,-80,-72,-78,-66,-91,B04
7042299,-74,-75,-57,-83,-71,-78,-70,-90,B04
7047628,-72,-75,-56,-78,-70,-77,-65,-87,B04
7052958,-71,-75,-57,-80,-71,-78,-68,-87,B04
7052958,-71,-75,-57,-80,-71,-78,-68,-87,B04
7058287,-72,-72,-62,-79,-70,-76,-60,-93,B04
7067618,-72,-74,-57,-79,-72,-84,-70,-85,B04
7072947,-73,-82,-63,-81,-73,-74,-65,-82,B04
7078276,-75,-73,-64,-78,-74,-78,-68,-86,B04
6105962,-65,-66,-52,-87,-70,-75,-54,-77,B05
6105962,-65,-66,-52,-87,-70,-75,-54,-77,B05
6111491,-62,-65,-51,-88,-71,-80,-54,-76,B05
6120818,-62,-64,-56,-89,-71,-81,-52,-76,B05
6120818,-62,-64,-56,-89,-71,-81,-52,-76,B05
6126347,-68,-63,-53,-90,-68,-78,-57,-79,B05
6135676,-72,-68,-57,-90,-81,-75,-55,-78,B05
6135676,-72,-68,-57,-90,-81,-75,-55,-78,B05
6141207,-70,-69,-52,-89,-78,-75,-56,-79,B05
6150737,-72,-72,-53,-86,-80,-79,-55,-79,B05
6150737,-72,-72,-53,-86,-80,-79,-55,-79,B05
6156266,-72,-70,-53,-88,-76,-74,-54,-79,B05
6165594,-74,-69,-52,-89,-79,-74,-55,-80,B05
6170922,-73,-68,-51,-90,-77,-76,-55,-79,B05
6170922,-73,-68,-51,-90,-77,-76,-55,-79,B05
6176450,-74,-69,-53,-90,-75,-76,-62,-79,B05
6185980,-75,-69,-52,-91,-77,-75,-55,-79,B05
6185980,-75,-69,-52,-91,-77,-75,-55,-79,B05
6191510,-73,-67,-52,-90,-76,-73,-56,-79,B05
6200842,-73,-69,-51,-89,-78,-75,-56,-80,B05
6206172,-71,-68,-51,-91,-77,-75,-56,-79,B05
6211503,-73,-68,-52,-90,-76,-75,-55,-79,B05
6217032,-71,-69,-51,-91,-76,-75,-54,-79,B05
6217032,-71,-69,-51,-91,-76,-75,-54,-79,B05
6222562,-72,-69,-50,-90,-76,-76,-56,-78,B05
6232090,-71,-70,-50,-93,-74,-76,-55,-76,B05
6232090,-71,-70,-50,-93,-74,-76,-55,-76,B05
6237420,-72,-67,-51,-91,-78,-73,-57,-79,B05
6246949,-72,-69,-52,-90,-79,-76,-55,-79,B05
6252478,-72,-69,-52,-91,-78,-77,-55,-79,B05
6252478,-72,-69,-52,-91,-78,-77,-55,-79,B05
6257809,-71,-69,-51,-85,-76,-79,-55,-78,B05
6267136,-72,-69,-52,-90,-75,-77,-54,-79,B05
6272465,-71,-69,-50,-91,-78,-76,-55,-79,B05
6277793,-72,-70,-52,-90,-79,-76,-54,-78,B05
6277793,-72,-70,-52,-90,-79,-76,-54,-78,B05
6283122,-73,-67,-51,-91,-78,-76,-55,-79,B05
6292453,-73,-69,-51,-90,-80,-75,-55,-78,B05
6297780,-72,-68,-51,-92,-79,-75,-55,-78,B05
6303108,-73,-69,-51,-90,-79,-75,-56,-77,B05
6308439,-74,-67,-52,-90,-79,-75,-55,-79,B05
6313769,-77,-69,-49,-92,-80,-77,-55,-78,B05
6313769,-77,-69,-49,-92,-80,-77,-55,-78,B05
6319100,-72,-69,-52,-89,-78,-77,-54,-80,B05
6328630,-72,-69,-51,-91,-75,-73,-55,-78,B05
6328630,-72,-69,-51,-91,-75,-73,-55,-78,B05
6334159,-72,-69,-52,-89,-73,-77,-55,-79,B05
6343488,-72,-68,-52,-90,-77,-77,-55,-78,B05
6349017,-72,-68,-52,-90,-77,-77,-55,-78,B05
6349017,-72,-68,-52,-90,-77,-77,-55,-78,B05
6354347,-72,-70,-52,-90,-78,-76,-55,-79,B05
6363678,-74,-70,-51,-90,-77,-75,-55,-76,B05
6369005,-72,-69,-52,-89,-77,-72,-54,-78,B05
6374332,-74,-70,-52,-90,-77,-74,-54,-78,B05
6374332,-74,-70,-52,-90,-77,-74,-54,-78,B05
6379659,-72,-70,-50,-89,-77,-76,-55,-76,B05
6447317,-61,-57,-64,-91,-64,-78,-57,-87,B06
6447317,-61,-57,-64,-91,-64,-78,-57,-87,B06
6452649,-61,-56,-64,-89,-64,-79,-57,-87,B06
6452649,-61,-56,-64,-89,-64,-79,-57,-87,B06
6462980,-61,-56,-64,-88,-64,-79,-58,-86,B06
6472308,-60,-56,-63,-88,-64,-80,-55,-86,B06
6477638,-62,-56,-63,-88,-64,-77,-57,-87,B06
6482965,-61,-58,-64,-90,-64,-79,-56,-86,B06
6482965,-61,-58,-64,-90,-64,-79,-56,-86,B06
6488293,-74,-55,-64,-89,-64,-79,-59,-87,B06
6497623,-60,-56,-64,-90,-64,-80,-57,-88,B06
6502955,-61,-56,-64,-89,-63,-80,-58,-87,B06
6502955,-61,-56,-64,-89,-63,-80,-58,-87,B06
6508283,-61,-56,-64,-89,-63,-78,-59,-88,B06
6517614,-61,-54,-64,-88,-64,-78,-59,-88,B06
6522943,-58,-56,-64,-88,-64,-79,-58,-88,B06
6528270,-59,-56,-62,-88,-64,-74,-59,-84,B06
6528270,-59,-56,-62,-88,-64,-74,-59,-84,B06
6533597,-59,-70,-64,-87,-64,-78,-59,-87,B06
6542925,-61,-56,-64,-89,-61,-79,-58,-87,B06
6548253,-61,-56,-64,-90,-64,-79,-55,-86,B06
6553584,-60,-56,-65,-88,-62,-79,-59,-89,B06
6558912,-58,-54,-63,-87,-64,-80,-58,-87,B06
6558912,-58,-54,-63,-87,-64,-80,-58,-87,B06
6564241,-64,-57,-64,-90,-64,-80,-58,-87,B06
6573569,-61,-57,-64,-90,-64,-79,-57,-87,B06
6578897,-61,-56,-65,-91,-64,-79,-57,-89,B06
6584227,-61,-58,-64,-89,-64,-79,-58,-88,B06
6584227,-61,-58,-64,-89,-64,-79,-58,-88,B06
6589557,-59,-56,-64,-88,-64,-79,-59,-87,B06
6598884,-60,-53,-64,-87,-64,-79,-68,-87,B06
6604214,-61,-57,-64,-91,-64,-77,-59,-87,B06
6604214,-61,-57,-64,-91,-64,-77,-59,-87,B06
6609541,-69,-56,-65,-90,-64,-79,-58,-88,B06
6618873,-61,-56,-65,-90,-64,-88,-59,-87,B06
6624200,-59,-55,-65,-91,-64,-78,-59,-88,B06
6629530,-61,-56,-63,-92,-64,-77,-60,-86,B06
6634857,-61,-56,-64,-91,-65,-79,-59,-88,B06
6640186,-61,-56,-65,-90,-64,-78,-58,-90,B06
6640186,-61,-56,-65,-90,-64,-78,-58,-90,B06
6645518,-60,-57,-65,-89,-66,-79,-59,-87,B06
6654846,-61,-56,-64,-89,-64,-81,-57,-86,B06
6660175,-60,-57,-65,-87,-63,-77,-60,-86,B06
6665502,-60,-55,-65,-89,-64,-86,-58,-85,B06
6665502,-60,-55,-65,-89,-64,-86,-58,-85,B06
6670833,-61,-57,-64,-91,-64,-80,-59,-87,B06
6680161,-58,-56,-64,-88,-64,-82,-59,-88,B06
6685488,-59,-57,-64,-89,-63,-77,-58,-87,B06
6685488,-59,-57,-64,-89,-63,-77,-58,-87,B06
6690819,-58,-55,-64,-88,-64,-86,-59,-88,B06
6690819,-58,-55,-64,-88,-64,-86,-59,-88,B06
6701147,-61,-55,-64,-88,-64,-78,-57,-84,B06
6710477,-61,-57,-65,-90,-60,-81,-73,-87,B06
6715805,-61,-56,-64,-89,-64,-80,-58,-87,B06
6715805,-61,-56,-64,-89,-64,-80,-58,-87,B06
5047699,-62,-57,-55,-83,-64,-87,-60,-89,B07
5053227,-62,-57,-54,-84,-62,-87,-61,-87,B07
5053227,-62,-57,-54,-84,-62,-87,-61,-87,B07
5058756,-62,-58,-55,-84,-63,-90,-61,-87,B07
5068284,-61,-56,-53,-86,-63,-89,-58,-88,B07
5068284,-61,-56,-53,-86,-63,-89,-58,-88,B07
5073813,-63,-57,-53,-83,-63,-89,-59,-85,B07
5083342,-62,-57,-55,-86,-61,-87,-61,-87,B07
5083342,-62,-57,-55,-86,-61,-87,-61,-87,B07
5088870,-68,-58,-59,-89,-72,-82,-66,-86,B07
5098402,-57,-61,-53,-85,-70,-73,-64,-76,B07
5103931,-55,-59,-55,-87,-73,-74,-65,-81,B07
5103931,-55,-59,-55,-87,-73,-74,-65,-81,B07
5109260,-56,-59,-53,-82,-74,-74,-65,-81,B07
5118790,-54,-59,-54,-85,-73,-72,-69,-81,B07
5118790,-54,-59,-54,-85,-73,-72,-69,-81,B07
5124318,-57,-59,-54,-83,-73,-71,-62,-81,B07
5133645,-56,-59,-55,-83,-90,-70,-62,-83,B07
5138973,-55,-60,-55,-85,-75,-74,-62,-83,B07
5138973,-55,-60,-55,-85,-75,-74,-62,-83,B07
5144503,-57,-59,-55,-85,-85,-72,-62,-82,B07
5154031,-60,-61,-54,-88,-72,-74,-61,-83,B07
5159559,-66,-67,-61,-82,-72,-83,-60,-83,B07
5159559,-66,-67,-61,-82,-72,-83,-60,-83,B07
5165089,-71,-70,-59,-89,-67,-73,-57,-92,B07
5174617,-67,-53,-53,-80,-67,-72,-58,-94,B07
5174617,-67,-53,-53,-80,-67,-72,-58,-94,B07
5180146,-70,-52,-54,-90,-65,-72,-60,-90,B07
5189475,-71,-62,-55,-90,-70,-79,-63,-93,B07
5194807,-70,-62,-54,-89,-68,-82,-66,-88,B07
5194807,-70,-62,-54,-89,-68,-82,-66,-88,B07
5200337,-70,-60,-56,-90,-68,-77,-65,-90,B07
5209867,-69,-61,-56,-88,-68,-76,-65,-89,B07
5209867,-69,-61,-56,-88,-68,-76,-65,-89,B07
5215397,-70,-61,-55,-90,-71,-78,-63,-89,B07
5224726,-69,-62,-56,-87,-68,-80,-65,-90,B07
5230256,-71,-63,-54,-88,-68,-79,-65,-89,B07
5235586,-70,-62,-54,-88,-69,-81,-65,-89,B07
5235586,-70,-62,-54,-88,-69,-81,-65,-89,B07
5241116,-69,-62,-54,-88,-71,-81,-63,-89,B07
5250447,-70,-62,-54,-86,-71,-80,-65,-88,B07
5255974,-69,-62,-54,-87,-72,-79,-65,-87,B07
5255974,-69,-62,-54,-87,-72,-79,-65,-87,B07
5261505,-70,-60,-56,-88,-71,-78,-64,-88,B07
5271033,-71,-62,-54,-84,-69,-87,-65,-87,B07
5271033,-71,-62,-54,-84,-69,-87,-65,-87,B07
5276562,-68,-62,-54,-86,-72,-78,-62,-87,B07
5285893,-70,-62,-55,-87,-71,-80,-62,-90,B07
5291423,-70,-62,-56,-85,-69,-81,-64,-88,B07
5296951,-69,-62,-54,-88,-71,-81,-65,-90,B07
5296951,-69,-62,-54,-88,-71,-81,-65,-90,B07
5302482,-70,-62,-57,-90,-71,-82,-64,-88,B07
5312011,-69,-62,-54,-87,-69,-79,-64,-89,B07
5317542,-71,-62,-54,-88,-71,-80,-65,-87,B07
5322869,-70,-62,-54,-89,-72,-80,-64,-87,B07
5322869,-70,-62,-54,-89,-72,-80,-64,-87,B07
5328397,-70,-62,-54,-91,-70,-80,-64,-88,B07
5337925,-71,-61,-54,-86,-70,-79,-67,-88,B07
5343455,-69,-61,-56,-91,-71,-77,-66,-85,B07
5343455,-69,-61,-56,-91,-71,-77,-66,-85,B07
5348985,-71,-62,-55,-85,-72,-80,-66,-86,B07
5358314,-69,-61,-54,-89,-72,-79,-62,-86,B07
5363843,-69,-61,-54,-89,-70,-80,-68,-88,B07
5363843,-69,-61,-54,-89,-70,-80,-68,-88,B07
5369376,-73,-62,-56,-89,-72,-82,-65,-92,B07
5378906,-65,-62,-54,-87,-71,-78,-62,-88,B07
5384438,-69,-62,-52,-89,-74,-83,-62,-87,B07
5384438,-69,-62,-52,-89,-74,-83,-62,-87,B07
5389768,-71,-62,-53,-86,-71,-78,-65,-89,B07
5399299,-72,-62,-55,-92,-71,-77,-64,-88,B07
5404830,-70,-63,-54,-86,-71,-77,-64,-88,B07
5404830,-70,-63,-54,-86,-71,-77,-64,-88,B07
5410358,-70,-63,-55,-89,-71,-78,-65,-88,B07
5419886,-71,-62,-55,-86,-70,-78,-65,-88,B07
5419886,-71,-62,-55,-86,-70,-78,-65,-88,B07
5425415,-69,-62,-55,-88,-67,-78,-65,-87,B07
5434943,-70,-62,-55,-88,-71,-79,-65,-90,B07
5434943,-70,-62,-55,-88,-71,-79,-65,-90,B07
5440271,-70,-63,-56,-87,-71,-77,-64,-89,B07
5449801,-69,-62,-55,-87,-71,-78,-65,-89,B07
5455329,-77,-63,-55,-85,-69,-76,-64,-89,B07
5455329,-77,-63,-55,-85,-69,-76,-64,-89,B07
5460861,-71,-62,-54,-87,-70,-80,-64,-90,B07
5470391,-70,-68,-58,-89,-67,-78,-65,-87,B07
5470391,-70,-68,-58,-89,-67,-78,-65,-87,B07
5475919,-70,-63,-58,-87,-69,-77,-61,-87,B07
5485248,-71,-62,-54,-86,-69,-77,-62,-88,B07
5490778,-71,-60,-54,-87,-70,-77,-64,-87,B07
5490778,-71,-60,-54,-87,-70,-77,-64,-87,B07
5542310,-71,-62,-54,-89,-68,-86,-64,-88,B07
5551839,-70,-62,-55,-89,-69,-86,-64,-88,B07
5551839,-70,-62,-55,-89,-69,-86,-64,-88,B07
5557368,-70,-62,-55,-90,-68,-77,-64,-88,B07
5566697,-70,-63,-53,-90,-69,-78,-65,-89,B07
5572026,-71,-61,-56,-86,-69,-76,-64,-87,B07
5572026,-71,-61,-56,-86,-69,-76,-64,-87,B07
5577557,-72,-60,-56,-86,-70,-78,-64,-91,B07
5587085,-70,-63,-56,-88,-68,-78,-64,-89,B07
5587085,-70,-63,-56,-88,-68,-78,-64,-89,B07
5592614,-71,-62,-54,-86,-68,-78,-64,-89,B07
5602142,-70,-63,-56,-89,-70,-76,-65,-88,B07
5602142,-70,-63,-56,-89,-70,-76,-65,-88,B07
5607671,-69,-62,-56,-88,-72,-78,-64,-89,B07
5617203,-68,-59,-55,-86,-70,-80,-64,-89,B07
5617203,-68,-59,-55,-86,-70,-80,-64,-89,B07
5622733,-69,-62,-54,-86,-68,-78,-67,-88,B07
5632266,-70,-61,-53,-87,-70,-78,-63,-90,B07
5735327,-73,-62,-56,-88,-76,-80,-58,-87,B08
5735327,-73,-62,-56,-88,-76,-80,-58,-87,B08
5740856,-77,-62,-54,-92,-73,-81,-59,-88,B08
5750386,-73,-61,-54,-91,-73,-78,-59,-87,B08
5750386,-73,-61,-54,-91,-73,-78,-59,-87,B08
5755914,-74,-61,-55,-92,-73,-83,-60,-87,B08
5765442,-74,-62,-54,-91,-71,-86,-59,-87,B08
5765442,-74,-62,-54,-91,-71,-86,-59,-87,B08
5770970,-74,-62,-55,-90,-72,-80,-59,-86,B08
5780498,-75,-61,-54,-86,-74,-82,-58,-83,B08
5780498,-75,-61,-54,-86,-74,-82,-58,-83,B08
5786026,-75,-61,-55,-92,-73,-84,-60,-88,B08
5795556,-70,-61,-55,-89,-77,-81,-57,-88,B08
5795556,-70,-61,-55,-89,-77,-81,-57,-88,B08
5801085,-75,-70,-53,-88,-77,-79,-60,-88,B08
5810617,-74,-62,-55,-89,-76,-83,-59,-87,B08
5810617,-74,-62,-55,-89,-76,-83,-59,-87,B08
5816147,-76,-62,-55,-90,-75,-78,-60,-88,B08
5825678,-76,-62,-55,-85,-75,-82,-57,-87,B08
5825678,-76,-62,-55,-85,-75,-82,-57,-87,B08
5831208,-74,-63,-54,-93,-79,-83,-59,-86,B08
5840736,-74,-61,-55,-88,-74,-80,-60,-86,B08
