timestamp,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
3612407,-83,-80,-64,-86,-70,-75,-69,-81
3612407,-83,-80,-64,-86,-70,-75,-69,-81
3617735,-79,-79,-69,-86,-70,-78,-70,-82
3627062,-82,-68,-66,-84,-70,-79,-69,-83
3632391,-81,-77,-68,-84,-70,-78,-69,-80
3632391,-81,-77,-68,-84,-70,-78,-69,-80
3637719,-72,-84,-67,-85,-72,-77,-67,-78
3647046,-78,-87,-65,-85,-68,-79,-71,-82
3652373,-83,-72,-67,-88,-71,-78,-71,-82
3652373,-83,-72,-67,-88,-71,-78,-71,-82
3657701,-83,-73,-69,-85,-68,-78,-70,-81
3667028,-81,-71,-66,-85,-70,-77,-72,-77
3672356,-79,-69,-69,-80,-70,-79,-70,-80
3677687,-76,-72,-71,-83,-68,-78,-70,-81
3677687,-76,-72,-71,-83,-68,-78,-70,-81
3683016,-80,-72,-66,-84,-69,-77,-69,-80
3692347,-78,-73,-67,-84,-70,-79,-69,-80
3697678,-85,-70,-66,-84,-71,-76,-70,-81
3697678,-85,-70,-66,-84,-71,-76,-70,-81
3703007,-78,-73,-67,-83,-71,-79,-69,-79
3712334,-77,-75,-66,-85,-72,-79,-68,-80
3717664,-77,-72,-66,-85,-67,-78,-70,-82
3722993,-73,-72,-66,-83,-70,-78,-70,-83
3728323,-72,-79,-66,-83,-69,-79,-71,-81
3728323,-72,-79,-66,-83,-69,-79,-71,-81
3733652,-73,-76,-66,-84,-70,-77,-69,-81
3742980,-75,-73,-66,-84,-71,-78,-69,-81
3748308,-79,-72,-64,-86,-67,-78,-69,-82
3753639,-72,-73,-67,-85,-70,-80,-70,-80
3753639,-72,-73,-67,-85,-70,-80,-70,-80
3758970,-72,-68,-66,-84,-70,-78,-69,-81
3768297,-77,-71,-66,-87,-68,-77,-68,-83
3773625,-76,-70,-67,-90,-69,-80,-70,-85
3778953,-71,-71,-66,-90,-68,-78,-71,-82
3778953,-71,-71,-66,-90,-68,-78,-71,-82
3784282,-71,-72,-70,-89,-68,-79,-69,-81
3793612,-69,-71,-65,-87,-64,-81,-69,-79
3798942,-80,-70,-69,-88,-72,-75,-69,-85
3804271,-75,-71,-67,-88,-68,-77,-69,-78
3804271,-75,-71,-67,-88,-68,-77,-69,-78
3809603,-76,-70,-69,-89,-69,-78,-68,-82
3818934,-81,-71,-67,-88,-70,-77,-70,-82
3824263,-77,-68,-68,-88,-70,-77,-70,-82
3824263,-77,-68,-68,-88,-70,-77,-70,-82
3829592,-84,-70,-64,-86,-71,-78,-70,-83
3838919,-77,-71,-68,-85,-73,-78,-70,-82
3844248,-73,-71,-69,-86,-65,-77,-71,-80
3849578,-75,-69,-67,-84,-68,-77,-67,-80
3849578,-75,-69,-67,-84,-68,-77,-67,-80
3854908,-79,-76,-67,-85,-68,-77,-69,-80
3864236,-81,-69,-67,-86,-69,-75,-69,-80
3869566,-79,-70,-70,-87,-69,-76,-70,-79
3869566,-79,-70,-70,-87,-69,-76,-70,-79
3874895,-77,-79,-66,-86,-69,-76,-69,-81
3884228,-83,-69,-64,-88,-69,-77,-70,-86
3889557,-82,-70,-68,-84,-76,-77,-68,-81
3889557,-82,-70,-68,-84,-76,-77,-68,-81
3894885,-81,-70,-69,-85,-70,-79,-70,-81
3904219,-73,-70,-68,-90,-70,-78,-68,-81
