timestamp,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
13805204,-68,-79,-73,-81,-69,-85,-81,-82
13805204,-68,-79,-73,-81,-69,-85,-81,-82
13810531,-68,-78,-73,-83,-68,-86,-81,-80
13819857,-65,-78,-72,-82,-69,-86,-80,-77
13825184,-69,-79,-73,-82,-66,-85,-81,-81
13825184,-69,-79,-73,-82,-66,-85,-81,-81
13830514,-68,-78,-73,-82,-70,-86,-81,-79
13839841,-66,-78,-72,-83,-70,-86,-80,-82
13845170,-69,-78,-72,-82,-70,-86,-81,-76
13850497,-68,-78,-73,-82,-69,-84,-81,-80
13850497,-68,-78,-73,-82,-69,-84,-81,-80
13855825,-65,-79,-73,-84,-69,-85,-80,-81
13865151,-69,-78,-73,-82,-70,-85,-81,-80
13870478,-68,-79,-73,-81,-70,-85,-78,-85
13870478,-68,-79,-73,-81,-70,-85,-78,-85
13875805,-68,-77,-73,-82,-69,-85,-82,-81
13885132,-68,-78,-73,-82,-69,-86,-80,-79
13890459,-67,-79,-73,-81,-69,-85,-80,-80
13890459,-67,-79,-73,-81,-69,-85,-80,-80
13895788,-67,-78,-73,-82,-70,-86,-78,-81
13905116,-67,-76,-73,-81,-70,-86,-81,-80
13910446,-67,-78,-74,-82,-70,-86,-80,-80
13915775,-67,-78,-73,-82,-74,-85,-81,-88
13921104,-68,-79,-73,-83,-70,-84,-80,-87
13921104,-68,-79,-73,-83,-70,-84,-80,-87
13926437,-65,-78,-73,-82,-70,-86,-81,-81
13935764,-68,-79,-73,-83,-69,-85,-80,-82
13941092,-67,-79,-72,-81,-73,-85,-80,-81
13941092,-67,-79,-72,-81,-73,-85,-80,-81
13946421,-68,-77,-73,-82,-70,-86,-81,-80
13955750,-67,-78,-72,-82,-70,-86,-79,-78
13961080,-68,-78,-73,-83,-69,-86,-81,-81
13961080,-68,-78,-73,-83,-69,-86,-81,-81
13966408,-66,-78,-73,-82,-69,-87,-79,-76
13975737,-65,-77,-72,-78,-70,-87,-81,-84
13981065,-68,-78,-73,-82,-71,-86,-81,-80
13986392,-68,-79,-73,-81,-68,-87,-80,-81
13986392,-68,-79,-73,-81,-68,-87,-80,-81
13991722,-66,-79,-73,-82,-67,-85,-79,-86
14001051,-68,-76,-73,-81,-70,-86,-81,-85
14006382,-67,-78,-71,-82,-69,-86,-80,-80
14011711,-70,-78,-73,-81,-70,-86,-81,-80
14011711,-70,-78,-73,-81,-70,-86,-81,-80
14017039,-68,-79,-74,-82,-70,-87,-81,-81
14026366,-69,-79,-73,-83,-69,-85,-81,-81
14031694,-69,-79,-72,-82,-70,-87,-81,-80
14031694,-69,-79,-72,-82,-70,-87,-81,-80
14037021,-67,-78,-75,-82,-66,-87,-81,-85
14046351,-68,-78,-73,-80,-69,-85,-77,-80
14051678,-68,-79,-73,-81,-69,-85,-80,-80
14051678,-68,-79,-73,-81,-69,-85,-80,-80
14057005,-67,-80,-73,-78,-69,-86,-78,-85
14066332,-68,-79,-72,-80,-69,-86,-80,-81
14071659,-68,-79,-72,-81,-69,-87,-81,-80
14076991,-67,-78,-71,-82,-70,-86,-82,-80
14082320,-68,-79,-75,-78,-70,-87,-82,-81
14087647,-68,-94,-75,-78,-68,-86,-82,-86
14087647,-68,-94,-75,-78,-68,-86,-82,-86
14092977,-66,-78,-73,-81,-68,-85,-84,-82
