timestamp,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
17042873,-81,-95,-81,-78,-72,-87,-86,-87
17048200,-79,-94,-85,-80,-78,-89,-90,-89
17048200,-79,-94,-85,-80,-78,-89,-90,-89
17053528,-82,-95,-82,-82,-78,-86,-94,-89
17062854,-82,-95,-80,-84,-77,-85,-92,-87
17068182,-80,-93,-82,-82,-75,-88,-97,-89
17068182,-80,-93,-82,-82,-75,-88,-97,-89
17073510,-82,-92,-86,-81,-77,-86,-94,-87
17082839,-78,-95,-83,-83,-76,-90,-95,-88
17088166,-81,-95,-81,-83,-76,-89,-96,-87
17088166,-81,-95,-81,-83,-76,-89,-96,-87
17093495,-78,-93,-82,-83,-76,-88,-95,-88
17102822,-80,-95,-81,-83,-72,-88,-93,-88
17108149,-79,-95,-82,-84,-76,-87,-96,-89
17113479,-80,-94,-83,-79,-75,-88,-94,-87
17118805,-79,-95,-83,-83,-74,-87,-94,-87
17118805,-79,-95,-83,-83,-74,-87,-94,-87
17124135,-80,-95,-81,-82,-74,-86,-94,-85
17133461,-80,-95,-82,-83,-75,-88,-94,-86
17138787,-80,-94,-83,-85,-74,-89,-94,-88
17138787,-80,-94,-83,-85,-74,-89,-94,-88
17144116,-80,-92,-81,-84,-75,-89,-94,-87
17153444,-80,-94,-82,-86,-77,-88,-94,-86
17158774,-80,-93,-79,-87,-76,-90,-94,-87
17164103,-86,-93,-81,-84,-76,-90,-94,-89
17164103,-86,-93,-81,-84,-76,-90,-94,-89
17169431,-80,-94,-81,-85,-76,-89,-94,-87
17178759,-80,-93,-81,-85,-77,-85,-94,-87
17184085,-80,-94,-81,-86,-73,-90,-95,-90
17189412,-79,-93,-80,-85,-77,-87,-95,-88
17189412,-79,-93,-80,-85,-77,-87,-95,-88
17194739,-80,-97,-83,-84,-76,-88,-95,-87
17204065,-80,-95,-81,-84,-74,-89,-97,-87
17209391,-80,-95,-82,-83,-77,-87,-97,-88
17209391,-80,-95,-82,-83,-77,-87,-97,-88
17214720,-81,-95,-80,-83,-77,-88,-97,-88
17224049,-79,-97,-82,-83,-76,-86,-96,-88
17229379,-81,-96,-82,-82,-76,-86,-94,-88
17229379,-81,-96,-82,-82,-76,-86,-94,-88
17234706,-79,-93,-82,-81,-76,-87,-98,-87
17244036,-80,-94,-84,-80,-74,-88,-90,-89
17249362,-80,-96,-84,-80,-75,-89,-90,-87
17254689,-83,-96,-85,-77,-75,-90,-90,-85
17254689,-83,-96,-85,-77,-75,-90,-90,-85
17260016,-81,-90,-86,-79,-75,-87,-89,-85
17269342,-79,-95,-83,-80,-75,-87,-93,-85
17274671,-77,-95,-83,-82,-75,-89,-93,-85
17274671,-77,-95,-83,-82,-75,-89,-93,-85
17279998,-81,-96,-83,-81,-75,-88,-94,-87
17289326,-83,-94,-84,-82,-75,-89,-91,-87
17294655,-81,-92,-81,-82,-75,-88,-91,-85
17294655,-81,-92,-81,-82,-75,-88,-91,-85
17299981,-81,-96,-82,-83,-75,-88,-93,-87
17309309,-80,-95,-82,-82,-74,-88,-95,-91
17314636,-78,-96,-83,-81,-75,-89,-92,-86
17319963,-81,-96,-83,-83,-74,-88,-92,-85
17325291,-80,-96,-83,-82,-76,-90,-92,-88
17325291,-80,-96,-83,-82,-76,-90,-92,-88
17330619,-82,-92,-81,-80,-75,-88,-92,-86
