timestamp,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8
9184418,-67,-82,-68,-75,-52,-85,-76,-86
9189746,-66,-82,-69,-74,-52,-78,-77,-87
9189746,-66,-82,-69,-74,-52,-78,-77,-87
9195075,-66,-81,-68,-74,-52,-78,-77,-84
9204402,-67,-87,-69,-73,-52,-78,-77,-83
9209729,-67,-82,-68,-74,-53,-76,-77,-86
9209729,-67,-82,-68,-74,-53,-76,-77,-86
9215057,-67,-84,-70,-73,-52,-80,-77,-87
9224384,-67,-82,-70,-74,-53,-78,-76,-87
9229712,-66,-85,-72,-73,-52,-78,-75,-92
9235041,-66,-81,-71,-73,-53,-77,-75,-90
9235041,-66,-81,-71,-73,-53,-77,-75,-90
9240370,-67,-81,-70,-73,-52,-76,-77,-94
9249702,-68,-84,-74,-72,-53,-77,-76,-89
9255032,-68,-83,-71,-74,-53,-76,-73,-91
9260362,-69,-84,-72,-75,-53,-77,-71,-92
9260362,-69,-84,-72,-75,-53,-77,-71,-92
9265693,-72,-80,-70,-74,-52,-79,-73,-89
9275023,-68,-85,-72,-72,-53,-77,-74,-87
9280351,-69,-80,-71,-74,-52,-81,-76,-93
9280351,-69,-80,-71,-74,-52,-81,-76,-93
9285679,-70,-83,-71,-73,-53,-77,-76,-85
9295009,-66,-85,-71,-74,-52,-76,-76,-88
9300338,-68,-82,-71,-74,-63,-86,-75,-87
9305670,-69,-82,-70,-73,-52,-79,-78,-90
9310997,-68,-80,-71,-72,-52,-76,-75,-86
9310997,-68,-80,-71,-72,-52,-76,-75,-86
9316327,-69,-86,-71,-75,-52,-79,-75,-86
9325659,-66,-84,-75,-75,-52,-78,-77,-89
9330988,-68,-84,-73,-74,-52,-77,-78,-86
9330988,-68,-84,-73,-74,-52,-77,-78,-86
9336320,-65,-86,-72,-73,-52,-77,-78,-87
9345651,-66,-86,-74,-73,-54,-77,-77,-89
9350979,-67,-83,-72,-75,-52,-79,-77,-87
9356311,-68,-85,-71,-74,-53,-78,-76,-89
9361639,-68,-85,-72,-75,-52,-77,-76,-87
9361639,-68,-85,-72,-75,-52,-77,-76,-87
9366968,-69,-81,-71,-75,-52,-77,-80,-91
9376301,-67,-86,-73,-71,-53,-79,-78,-91
9381630,-67,-84,-72,-74,-52,-80,-76,-90
9386960,-67,-87,-70,-74,-53,-79,-76,-90
9386960,-67,-87,-70,-74,-53,-79,-76,-90
9392291,-69,-80,-77,-77,-52,-80,-79,-87
9401619,-68,-83,-73,-74,-53,-79,-78,-90
9406949,-66,-90,-71,-75,-53,-79,-77,-92
9406949,-66,-90,-71,-75,-53,-79,-77,-92
9412279,-68,-85,-72,-75,-51,-73,-79,-88
9421607,-70,-84,-72,-74,-53,-78,-79,-89
9426938,-70,-83,-71,-74,-53,-78,-79,-91
9426938,-70,-83,-71,-74,-53,-78,-79,-91
9432268,-70,-87,-72,-73,-53,-78,-80,-85
9432268,-70,-87,-72,-73,-53,-78,-80,-85
9442600,-69,-82,-70,-74,-53,-77,-80,-92
9451928,-67,-82,-73,-74,-53,-81,-76,-92
9457259,-70,-86,-72,-73,-53,-78,-75,-92
9457259,-70,-86,-72,-73,-53,-78,-75,-92
9462589,-69,-83,-71,-75,-52,-87,-78,-88
9471922,-69,-80,-72,-74,-54,-78,-79,-90
9477255,-68,-86,-71,-74,-53,-78,-77,-92
